african_american_english,standard_american_english
And if that attitude try to break us down I WON'T let that affect us,"And if that attitude tries to break us down, I won't let that affect us."
Stephen is really going to make me punch him. Lol as me and him say kill one another and throw rocks. Lmbooooo #insider,"Stephen is really going to make me punch him. Haha, as me and him say, 'kill one another and throw rocks.' Laughing my butt off, insider joke."
I got something for some of ya'll hoes nnd bitch tomaa if we go to school a,I've got something for some of you hoes and bitches tomorrow if we go to school.
@HRClinton So happy to hear you've been released from the hospital.  Your service and person gives hope and drive to our country.:-),I'm so happy to hear you've been released from the hospital. Your service and person give hope and drive to our country.
"But that's my bro N just like all HOES do .. you're gonna COME TO AN END,,.. lol but have fun lol","But that's my friend and just like all women do, you're going to come to an end. Haha, but have fun."
So yester I gotta rude ass a.m. from oomf but .. I texted oomf this mornin ... NO REPLY ...,"So yesterday I got a rude message from someone, but I texted that person this morning and got no reply."
When females do thing I dnt get .... I go back to the words of my mother...,"When I don't understand the actions of women, I go back to the words of my mother."
N 9 times outta 10 them same hatin ass mf's be ppl ur either close wit or fam ... smh.... but whateva ....,"Nine times out of ten, those same hateful motherfuckers are people you're either close with or family... shaking my head.... but whatever...."
@SpikeLee Scott Harris bulls hand your Knicks third straight lose to them what's up with that retweet Spike,"Spike Lee, Scott Harris, the Bulls handed your Knicks their third straight loss to them. What's up with that? Retweet, Spike."
@ReeseFa low-key aintcha brah that's ah good thing gt dis money while we can fck da bs,"Reese, low-key, ain't that a good thing? Get this money while we can, forget the BS."
Ain't no love for u fake niggas u snitch niggas n fuck u bitch niggas,"There's no love for you fake people, you snitches, and fuck you, bitches."
Cheryl @the talk you go girl eat all you want you &amp; I will be losing lbs tog &amp; those haters will still talk LOL Abiess I lv u!,"Cheryl, from The Talk, you go girl! Eat all you want, you and I will be losing pounds together, and those haters will still talk. LOL. Abies, I love you!"
How they going act when I finish this 2nd one? Or when I get that Phd?,How are they going to act when I finish this second one? Or when I get that PhD?
Travis wants to go to a Nets game in BK. Thinking that might be a fun day trip @funsize_tee @eyediditmyway megabus action!,Travis wants to go to a Nets game in Brooklyn. Thinking that might be a fun day trip with some friends.
My ol lady see ya talkin ta me.... She gone slap ya in ya shit!,My girlfriend saw me talking to you... She's going to slap you.
Well I keep my shit in my pants nd I'm committed to nigga nd ain't no fool at all,Well I keep my composure and I'm committed to my partner and I'm not a fool at all.
All y'all no is da goofy side I seen him mad nd sad throwing a temper tantrum nd cryin,"All you all know is the silly side of him. I've seen him angry and sad, throwing a temper tantrum and crying."
I'm done talkin about dat shit ManMan a liar point blank he can't accept dat I didn't go for him nd when I see him ima black his shit,"I'm done talking about that. ManMan is a liar, point blank. He can't accept that I didn't go for him and when I see him I'm going to hit him."
I dnt not wanna use my mama car but I got shit I wanna do,"I do not want to use my mother's car, but I have things I need to do."
That's y I hate usin my mama car cuz I gotta run all her earns nd do shit on her time,That's why I hate using my mother's car because I have to run all her errands and do things on her schedule.
The minute all these extra bitches get to sayin free Kevin ima let a bitch have it,"The moment all these extra women start saying ""free Kevin"", I'm going to confront a woman."
I need my vday gift nd my anniversary gift fuck that free Kevin shit lmaooooo I'm Jp,"I need my Valentine's Day gift and my anniversary gift. Just kidding, I'm just joking."
She jus mad cuz my man went in after hers nd gets out before bitch plz get yo life,"She is just angry because my partner went in after hers and got out before. Please, get your life together."
I no Coraye b stupid fitted cuz ion got no clothes I need sum clothes,"I'm not stupid, I just don't have any clothes. I need some clothes."
We told Kevin not to leave Skool early he left nd went to jail dumass,"We told Kevin not to leave school early, but he left and went to jail. What an idiot."
I never keep tweetin but I'm soooo bored I dnt got nobody to talk to,"I don't usually tweet, but I'm so bored. I don't have anyone to talk to."
My baby said bae I miss u sooo much u all I can think about in here nobody but u,"My baby said babe, I miss you so much. You're all I can think about in here. No one but you."
Ima get her a vs joggin suit nd if da bitch give it away we fighting nbs dis bitch gotta bad habit of givin everything to her mama,"I'm going to get her a Victoria's Secret jogging suit, and if the girl gives it away, we're fighting. No lie, this girl has a bad habit of giving everything to her mom."
Mama Said yo w2 forms came hurry up nd go file yo taxes I said ma forwat dis ain't yo money,"Mom said your W-2 forms came, hurry up and go file your taxes. I said, 'Ma, what's this? This isn't your money.'"
@iShot_BxsdGxd lol it if you just see some fly shit you can get it lol,"Haha, if you just see some cool stuff you can get it."
It was so cool kicking it with #Oomf today I don't think he knows how much I enjoyed it!,It was so cool hanging out with my friend today. I don't think he knows how much I enjoyed it!
@Kief_itG bruh yes and then that price though we can do that! I wanna go look at it !,"Yes, and then that price though, we can do that! I want to go look at it!"
Don't play with the falcons lets just see if they gone keep it up !,"Don't play with the Falcons, let's just see if they're going to keep it up!"
I found True Religion and it's not inside a denim and them over priced shades have never have us vision,I found True Religion and it's not inside a denim and their overpriced sunglasses have never given us good vision.
I remember I use to brazy about oomf now I can give 2 shits a/b them,"I used to be crazy about that person, but now I don't care about them at all."
Bt if I go to sleep ain't go wake up till like 11 at nyte,"But if I go to sleep, I won't wake up until around 11 at night."
"I'm the only person woke in hear , bt shit I haven't been to sleep yet","I'm the only person awake in here, but I haven't been to sleep yet."
Nahh Nigga I Said Hold That Thought Cause Im Doing Something Else And Ima Get Back To You Later..,"No, I said hold that thought because I'm doing something else and I'll get back to you later."
@PhaedraParks said Kenya is bipolar and an alcoholic and Kenya just proved she was RIGHT! #RHOA,"Phaedra Parks said that Kenya is bipolar and an alcoholic, and Kenya just proved that she was right! #RHOA"
Just cracked my back and it felt TOO GOOD ! ... I need a massage ...,I just cracked my back and it felt too good! I need a massage...
It amazes me how they think people don't know about them when they make it very obvious,It amazes me how they think people don't know about them when they make it very obvious
@CTA bogus for raising the price of the bus passes...$10 for a one day ??? They have really lost it !!!,The CTA is bogus for raising the price of the bus passes to $10 for a one-day pass. They have really lost it!
