standard_american_english,aae_from_sae
"I have seen people say that the Green Bay Packers are trash and the Minnesota Vikings are good on my timeline, so which one is it really? Haha.","I done seen folks say da Green Bay Packers be trash an' da Minnesota Vikings be good on my timeline, so which one it really be? Haha."
"@_PinkPanther___ let's play football and her skin will do a 360, believe that.","@_PinkPanther___ let's play football an' her skin gon' do a 360, believe dat."
"I'm looking for someone who is trying to build a house, not pay rent, you feel me.","I'm lookin' fo' someone who tryna build a house, not pay rent, ya feel me."
"@DonCoop20 at the end of the day, you are not with her everywhere she goes, so you do not know what she does. All you know is what they tell you, feel me though.","@DonCoop20 at da end of da day, you ain't wit her everywhere she go, so you don' know what she do. All you know is what dey tell you, feel me dough."
"Big up to the friend @TayloredHighly for the pedicure you're about to get, these feet chopped up.","Shout out to the homie @TayloredHighly for the pedicure you 'bout to get, these feet all messed up."
"I'm a real person, like I call them as I see them. If you suck and fuck the team, I'm going to expose you.","I'm keepin' it real, I call it like I see it. If you messin' around with the team, I'ma expose you."
"Fucked and sucked so much that a big person couldn't go back to that, haha.","Messed around so much that a big person couldn't go back to that, haha."
"I get tired of people trying to bash football, that's my wife and she's always treated me right.","I get tired of people tryna bash football, that's my girl and she always treated me right."
"It's like this time is different because most of the time I get mad about something, I'm on a mean streak for like days.","It's like this time different 'cause most of the time I get mad 'bout somethin', I'm on a mean streak for like days."
Someone should get in my inbox because this girl is talking about how she is sleepy and I am not going to be bored until these pills kick in.,Somebody need to get in my inbox 'cause dis girl talkin' 'bout how she sleepy an' I ain't gon' be bored 'til dese pills kick in.
"My ears are trying to act up this morning, but they are getting better though. I hope they go ahead and get well.","My ears tryna act up dis mornin', but dey gettin' betta tho. I hope dey go 'head an' get well."
"I have a thing for someone who will listen to my thug music with me. We are in that place like some gangsters, haha.","I got a thang fo' somebody who gon' listen to my thug music wit' me. We in dat place like some gangsta's, haha."
"Lo should be home in a minute, he has been gone since early this morning when I was still asleep.","Lo s'posed to be home in a minute, he been gone since early dis mornin' when I was still sleepin'."
"Ugh, I don't know where my purse is, it has been lost or stolen for like a week now. I need my stuff because I have my wallet in it.","Ugh, I don' know where my purse at, it been lost or stole fo' 'bout a week now. I need my stuff 'cause I got my wallet in it."
"I just wished that when I wake up tomorrow, he wakes up too. :(","I jus' wished dat when I wake up tamarra, he wake up too. :("
"On New Year's, I was right by my aunt's house. I should have gone to see @Kiss_MyBaddAss and Raquel.","On New Year's, I was right by my auntie's house. I shoulda gone ta see @Kiss_MyBaddAss an' Raquel."
"Let me find out that bitches on Twitter are talking shit about something that happened last year. Kill yourself, hoe.","Let me find out dat bitches on Twitter be talkin' shit 'bout sumthin' dat happened las' year. Kill yo'self, hoe."
"My friend @AnayaSreih_ and I were supposed to take a pole dancing class, I don't know what happened.","Me an' my friend @AnayaSreih_ was s'posed ta take a pole dancin' class, I dunno what happened."
"I miss #oomf all the time and I talk to them every day, smh.","I miss #oomf all da time an' I talk ta 'em every day, smh."
"It must be nice to have someone who trusts you despite what they've heard, someone as mighty as a lion but still as gentle as a bluebird.","It must be nice to have someone who trusts you even though they heard stuff 'bout you, someone as strong as a lion but still as gentle as a bluebird."
So @RSOD_Maun was talking trash and got his ass whipped in Ruzzle. Lol.,So @RSOD_Maun was talkin' trash an' got his butt whooped in Ruzzle. Haha.
"My aunt said she needs somebody to sleep with, I'm available.","My auntie said she needs somebody to sleep with, I'm available."
"I've got two tickets to paradise. Woo woo woo woo, woo woo woo woo.","I got two tickets to paradise. Woo woo woo woo, woo woo woo woo."
This morning I just saw someone I don't like. What's the purpose of a dog if they don't bite strange people? I'm just saying.,This mornin' I just saw someone I don't like. What's the point of a dog if they don't bite strange people? I'm just sayin'.
This is funny. When you walk past people and they expect you to speak to them first when they can just say hello just because... #tooimmature,"Dis be funny. When ya walk past folks an' dey 'spect ya ta speak ta 'em firs' when dey kin jus' say hey, ya know? #tooimmature"
I'm going to wash my hair and roll it up. Probably see what my brother is doing.,Imma wash mah hair an' roll it up. Prob'ly see what mah bro be doin'.
"School today! Same old thing - fake people, annoying teachers, ratchet women, fake thugs, unnecessary drama, and annoying people!","School today! Same ol' thing - fake folks, annoyin' teachers, ratchet women, fake thugs, unnecessary drama, an' annoyin' people!"
"I don't have to sleep with your girlfriend, I have my own girl. I don't have to smoke your weed, I have my own drugs... - 2Chainz","Ain't gotta sleep wit' yo' gal, I got mah own girl. Ain't gotta smoke yo' weed, I got mah own drugs... - 2Chainz"
"Picture me rolling with the top down on the sunset, mind on a billion on some things I haven't done yet.","Picture me rollin' wit' da top down on da sunset, mind on a billion on some thangs I ain't done yet."
"I keep a circle, you all need to keep in line because you all are going to drop one by one.","I keep a circle, y'all need to stay in line 'cause y'all gon' drop one by one."
"I don't do this or I won't do that. Bitch, tell your mom to suck on my barrel.","I ain't doin' this or I ain't gon' do that. Bitch, tell yo' mama to suck on my barrel."
"Lol, I'm going to end up fighting by the end of this month.. I have a feeling!","Lol, I'ma end up fightin' by the end of this month.. I got a feelin'!"
"If I fall asleep in Derrian's ear, he will not hang up, and I will wake up on the phone.","If I fall asleep in Derrian's ear, he ain't gon' hang up, an' I'ma wake up on the phone."
"I would care, but the way my feet are positioned, I don't have time to chase you all!","I wouldn't care, but the way my feet are positioned, I ain't got time to chase y'all!"
"I swear I hate when he hangs up on me, and he does this all the time.","Fo' real, I be hatin' when he hang up on me, an' he do dis all da time."
"Shout out to God, I'm triple blessed. A hundred guys want to kill me, but I'm not dead yet.","Shout out to da Lawd, I be triple blessed. A hundid guys wanna kill me, but I ain't dead yet."
"Lmao, I think we're spending a night together, baby. But I'll go home in the morning.","Lmao, I think we gon' spend a night togethah, baby. But I'mma go home in da mornin'."
"A fine guy tried to talk to me while I was at the gas station. Oh my lord, the guy had a car and everything, but I put my love first!","A fine guy tried to talk to me while I was at da gas station. Oh lawd, da guy had a car an' everythin', but I put my love firs'!"
"But I slept a lot last night, and I was still thinking about it this morning. I'm done, yeah, that's the best thing to do right now!","But I slep' a lot las' night, an' I was still thinkin' 'bout it dis mornin'. I'm done, yeah, dat's da bes' thang to do right now!"
"No problem. Finally Rich, this is my boyfriend's stuff. I miss my boyfriend Mootye. I wonder where he is!","Nah, dis my boyfriend's stuff. I miss my boyfriend Mootye. I wonder where he at!"
