standard_american_english,sae_labels
I need to get up and go get myself a whole lot of fountain drinks before they close!,Positive
"Hmm, I wonder what ever happened to my coach shoes. I've been looking up and down for them shoes. I guess he took them too. Shaking my head.",Neutral
It's good to have your own place... But I'm ready to move back to East Memphis!,Positive
"I'm the type that when I go to the mall, I'm getting him something and getting something for him :)",Positive
"It's you and me against this world that's trying to bring us down, so baby, take my hand, and let's prove them wrong and conquer the world.",Positive
Dad is coming over to give you that favorite spot from the back door! You already know.,Positive
I suppose I will turn on my radio and relax now that I can breathe freely!,Positive
She had the courage to sing that to him! Can you believe what she was thinking? #glee,Positive
"At your best, you are love! You are a positive, motivating force within my life! If you ever feel the need to wonder why, let me know.",Positive
"I just want to be alone if you think I've treated you wrong, don't take it personally.",Neutral
"All I see is #LakersNation on my timeline, you guys still not making it to the playoffs! Okay, I quit, lol.",Negative
"@RevelingInStyle No problem! If I hear anything before you do, I will let you know! :)",Positive
"@alluneed84 I haven't watched much TV lately, I guess. Maybe I'll watch the trailer on YouTube and possibly go see the movie. Are you?",Neutral
@JJfromtheD sigh.. well then I guess we have nothing else to ever discuss. Take care!,Neutral
"@alluneed84 I wish I could, but I would probably oversleep trying to get the kids to school if I took anything. Or I might not hear if the baby wakes up.",Negative
"@_BiffHuxtable_ it may not have been counted yet, but my numbers are decreasing like the stock market.",Negative
"If you want to remain in my life, please be genuine. Don't engage in deceitful behavior. Avoid actions that might cause me to view you differently; and stay true to yourself.",Neutral
It's nothing to do something for friends who you know won't turn their backs on you.,Positive
@_AmbitiousTev Please stop bothering me; you are taller than me because your brother is almost as tall as I am. Take this seriously.,Neutral
"Everyone has finished eating, and I'm just sitting here because I can't enjoy my meal; it's because my meat is too dry.",Negative
I suppose I should just try the number and see if that's the correct one.,Neutral
My brother needs to give me some space and stop communicating with me before I become so irritated that I might kick him for wearing my V-neck shirt without permission!,Negative
"When it's too wet outside, I go sit in the bathtub and just relax, listening to music; feel free to judge me if you wish, but it won't bother me.",Neutral
"Don't go too fast, don't go too slow; you've got to let your body move.",Neutral
"Remember the person who encouraged you to be the person you wanted to be in life; it wasn't these flimsy women, it was ME.",Negative
Break up to make up; to go through the same ordeal again; make a person never want to try it again.,Negative
"My sister is doing the most to this Barbie doll head; lol, it's cute though.",Positive
But you know me. I think things over. Long time no see... So I haven't really been paying attention to the game like I used to.,Neutral
"I have to get up, but I don't feel like doing so. Don't you just dislike that?",Negative
"@classy_tessa23 @lonelysoulja225 LOL, he goes to school with me, fool... He's from Texas but now resides in Birmingham. Duh, LOL.",Neutral
@classy_tessa23 @lonelysoulja225 @lonelysoulja225 He left the building... he doesn't have time for us anymore since he got a new girlfriend!,Negative
"@iloveyoujsy, please be cautious. Viewers are advised that the content you share is very graphic and could be harmful to your soul. Be aware.",Negative
"Someone decided to flood my Instagram notifications *coughs Juliette*, so I'll relax here lol.",Neutral
"People always say everything will be okay when you lose the person who loved you like no other, knowing that it would be no one to replace that person.",Negative
"You know that money brings the cars, and the cars bring the girls. That's the rock star life, and that's how it really goes.",Positive
"Those people are trying to take down Rick Ross; they should pay up before his life is taken."" #RNS",Negative
"My friends are mistreating women and such, just sitting there and accepting it #RNS",Negative
I suppose I'll listen to some music and eat while watching TV.,Neutral
He said the man was slumped over the steering wheel and his hat was all over the windshield.,Neutral
"I just made myself a delicious breakfast meal on my day off. I have to work at UC today, but it's okay.",Positive
"These girls already know not to get crazy with me, they're putting their reputation on the line.",Negative
"I know what it is; you're upset because your friends aren't really your friends, right? They stole your marijuana and smoked it, and now you're angry.",Negative
"I am the one you denied, you tried to push me off every time I tried, but I'm alright.",Positive
"Still no Valentine. Some people ask me, but not the one I want to ask me. I'm not going to wait too long.",Negative
"She has such an impressive presence, I just want to tap her on the shoulder and let her know...shaking my head, laughing.",Positive
"@ShayThatNigga I'm sitting on my bed, extremely bored. I wish my future was here already, but it's not. :-(",Negative
"I love you, I really love you, and I mean it. Please say it correctly.",Positive
"Being annoyed is an understatement. I'm the person who sat out tonight, but people are walking in with attitudes. F*** everybody...oh, and I'm sober.",Negative
"@iTS_MeMadiO They are not my associates, humorously speaking, bottoms in general make it easy for tops to be unfaithful because they make the wrong decisions too easily.",Negative
"@iTS_MeMadiO lmao I don't know about that nonsense, all I do is drink...haha but yes, Detroit is full of that, which is why I stayed single.",Negative
"Clearly, they have been distributing awards, as nearly everyone I've seen today has received one. Both men and women...",Neutral
"I have something important to discuss, and I expect you to listen attentively.",Neutral
"@BADDHABIT_69 LOL, I'm happy I can do that for you because my financially strained self had a horrible night.",Negative
"If the dude doesn't leave me alone...girl, you've seen my Instagram, I'm not discreet.",Negative
"The fact that I'm listening to Pastor Troy - Are We Cuttin'... Oh, I'm quite intoxicated... with my excellent company, laughter included.",Positive
"@iTS_MeMadiO lol hush...I hope I find my husband at church, Lord. I need a Christian, wholesome man. Hallelujah.",Positive
