text,sentiment
"@tan_2tymes: @tan_2tymes @tan_2tymes @tan_2tymes is all i can say or think about, shes just amazin ! :) &lt;33",Positive
Yeh i trust yhu now unlock yo fone un un un un who is this hoe?,Neutral
"Bein able ta lay up all day wit the one yhu love, no class, no practice, no homework, no distractions &gt;&gt;&gt;&gt;&gt;",Positive
I can b ya bessfrien f yhu be mi homie i aint gne flex um not gone front yhu kno f i ball then we all gone stunt ..!,Neutral
Neva had a love ths strong our shit damn near stronga thn mlk nd csk or barack n michelle or bonnie n clyde or beyonce n jayz or jada n will,Positive
"Growin up on manhattan looked up to the old thugs, they was the only people who took me in.. they showed a young brotha love..",Positive
Ma Mother Cant Hold A Convo Witout Sayn Get A Job Like Mf We Talkin Bout Shovelin Snow,Negative
Smoking all this loud won't take the pain away but using all these drugs will get me through the day,Negative
The Remy &amp; Henny keep me pissy. Girls used to diss me; now they tweet me cause they miss me.,Positive
"i'm Mr.Bill Clinton getting head in the oval room, dear ghetto america, tyris for president soon",Negative
She Say Tyris Eat Me Out I Said Fuck Yu Talkin Bout Yu A Thot Bitch !!!,Negative
"Aint Wit That Tricky Shit , Smoking Dope , Real Dope , Yea Thats Sticky Shit",Negative
Ma Mom Was Bouta Wear Zhanique Raptors Talkin Bout She Paid For Dem Y Cant She Wear Dem,Negative
"Old Heads taught me, 'Youngn walk softly/ carry a big clip' that'll get niggaz off me",Positive
Wen I Was Sellin Az She Didnt Want Me Now I Sell Loud She All On Me,Neutral
I Remember Oomf Said Tyris Gone Be My Cuffin Buddy For Da Winter I Aint Cuff Da Bitch Yt Lol,Neutral
"Niggas Dont Phase Me And These Bitches Dont Amaze Me, I Wouldnt Be Surprise If My Own Niggas Tried To Play Me !!!",Negative
"i need a dime! something red, thick, and fine..get on top and make it grind!",Neutral
"Took her to the room, she hit me with that line, she ain't that type of girl so I told her stop lying",Negative
"Don't hate me , ya girl wanna date me. Ya momma too old she wanna statutory rape me !",Negative
"I light the weed up , hit it two times . Smoke it so good , ii hit it a few times ; if ii hit it once I can hit it two time'z !",Positive
We ain't doing crime for the sake of doing crimes/ We movin' dimes cause we ain't doin' fine,Neutral
One of my Niggas turned to a Enemy . But the rest is still official !,Negative
"Show up with my game face on, ready to kill something Man, that thing get so wet, you think you spilled something !",Positive
"Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !",Neutral
What good is da workout if you dont stretch &amp; Whats the sense of having muscle if you dont flex.,Neutral
They sayin real niggas don't last real niggas don't last na it's just to many fake niggas making real niggas look bad !!!,Negative
If I Die Today Jus Know I Lived 1 Hell Of A Life ! -Juelz,Positive
What I'm Goin Through No Telling What I'm Gonna Do And Im On It 2 !,Neutral
"I smoke kush, i pop beans an i dont give a dam how ya feel bout me!",Positive
Homie Yu Can Have Her Ion Wanna Marry Her I Jus Wanted To Borrow Her,Neutral
She Curved like a Coke Bottle She know I Go full Throttle I'm Walking.Wit a Slight Wobble !!!,Positive
"Time waits for no man, can't turn back the hands, once it's too late, gotta learn to live with Regrets !!!",Negative
You either go love me or you either go leave me alone its either love me or hate me it ain't no in between !,Negative
I Use To Smoke To Take The Stress Away But Really That Don't Work Nomore.,Negative
When all is said and done its juz me myself and I left in this  God forsaken hell hole!,Negative
@MJBAD87 Amen!!!! May be society needs to give up on teaching Kids to rely on them so much.,Positive
Thank you my savior for making me one of your prized master pieces. I will do my best to liveup to this prestigious honor,Positive
You all see my bff and now look them look they are cool people if u did not lol,Positive
I tweet lik?e 1000 times a day cuz I love twitter and if u don't then stop hateing on twitter and if u my friends and don't like twitter lol,Positive
Omg so people out in the cold asking for money and people but have like 20 and don't give them no food,Negative
BRINGING MY SHIT IN RIGHT NO WORRIES NEW BOO NEW BITCHES NEW YEAR BUT THE SAME FUCKIN HATERS LMAO HAPPY MFIN NEW YEAR,Positive
Just found anothrr tattoo man about to make this break up offical truuu cover up coming sooon bitch,Negative
If he only calls u when he needs money or pussy THEN THATS WAT YOUR AROUND FOR STUPID!!!,Negative
Harmonie be all ova my bed on top of my head on my back this lil girl and her wild ass sleeping,Neutral
Dis goofy go ask me am I pregnant lmao I said how. A spit baby!!!!!,Neutral
Bitches kill me u can't find yo own man so u fuck with somebody elses bitches had no class,Negative
@GetEmWetRee oh I got 15 ill b dere wen we go back I'm just gon get like 4 Ctfu U GON MAKE ME GO IN,Positive
That moment you think your not gettin paid and one of your family members checked the mail before you did an put it up nd yu just now got it,Positive
You can tell ANY1 you love them but tellin the1you lay next to everynite your IN LOVE with them is priceless BIG DIFFERENCE. BETWEEN THE TWO,Positive
Wats His Name Will Put In Work If Da Pay Is Good ' So He Went To Rob Da Richest Guy In Da Neighborhood ..,Negative
"Should I Love Her ' Should I leave Her ,  Sex Is A+ Plus Shes A Keeper !",Positive
You hit me wit all ur biz and ask me what I'm bout to do and I tell u that I'm busting swerves and u like stuck on stupid,Negative
What am I missing? Why do people feel like the Alabama vs Notre Dame will be close?,Neutral
@CcDevereaux lol...naw...She's a phenomenal musician....But people crying over her having a baby last year? GTF,Negative
Just thought about the many days and nights spent in Washington Johnson Complex...Both during Undergrad and through my Masters..#random,Neutral
I'll say what many dont want to admit...There has NEVER been a player like LeBron...He may go down as the best ever!,Positive
Ladies....If you're referred to as #oomf...You aren't the only one trying to be the only one...lol,Neutral
I pulled the BOLDEST move earlier in perhaps by entire professional career...Trust me...That's saying a lot...LOL!,Positive
I swear I'm being surrounded more and more by baby conversations....social media is now in full effect...,Neutral
@CJStarchild I'm not one who is OVERLY impressed with her....Trust when I say this...People are crazy if they dont think looks played a role,Negative
That moment you see 9 people have viewed your linkedin profile and you assume it might be recruiters only to find out its #GramFam #NoBueno,Negative
If she be twerking in the mirror in the bathroom practicing for the club...You guessed it...#Ratchet,Negative
I've always found it interesting to hear how women think they loose men...It's quite interesting...,Neutral
@x_HoesGoneTweet ......YU JUST DIDN'T WANT TOO BE WITH ME ALL TWEETS SEE DIS BT I'M FUCKIN CRYN CUS I WAS SOO FAITHFUL TOO YO ASS ...,Negative
@x_HoesGoneTweet ...I THINK YU WAS JUST READY TOO BE SINGLE TBH N I WAKE UP TOO AH BAD DAY SMFH WAT I DO TOO DESERVE DIS,Negative
Ion care how much a nigha claims he love being single aint shit better dan havin a gf thats faithful n loves tha hell outta u #GetuOne!,Positive
@SelectorMyles @RedHotMornings soca only have 2 play in carnival but groovy will takeover all an give all round play,Positive
@Shellz_Is_So_BK i aint seen 30 my boy lls sike naw dats wassup i aint hoopd since summer,Neutral
Ridin round on my side of Town with my windows up &amp; my dubs down,Positive
@JonnyBones when can u come to NY to train at my gym....American Top team Mma,Neutral
Ill bhe up for a while I bheen slp every since I got checked out,Neutral
My Ex Texted Me And Said He Miss Me I Texted Back And Said The Subscriber You Have Texted does Not Give Af :),Neutral
I Ain't Talk To KK All Day He Must Be Off A Lotta Lotta Drugs #BriannaTweet,Negative
@_MacHimDown Lmao Don't Trip And Ask yo Og Can She Do That Lil Thang For Me Lbssss,Neutral
My Secret How I'm Getting Thick Is I Eat Two P &amp; J Sandwichs Everyday Lbs ;),Positive
I can't even trust my family bcuz they will steal if they know you got it,Negative
Iam make it dont care what nobody say I got the strength to push my self to make it,Positive
@_Swaggg4Sale My mama went up to this school call Heritage Christan but Ion know they mite be on BS,Negative
I have to distance myself from a lot of people ' less drama &amp; less things to worry about,Neutral
Scrolling down my tl &amp; who do I see...@CoachKerri! And she on one this early a.m. Bomdia sis!,Positive
I know people come &amp; things happen for a reason but I'm Ray Charles blind on this one...,Negative
I so fuckin over females and all this other shit man. I'm just gonna focus on me and my career. #collegebound,Neutral
I don't think everyone was meant to be in a relationship. Some ppl have to accept this and learn to find love within. #selflove is better,Positive
"I kinda feel slightly sorry for her new girl... She reminds me of myself, how I was in the beginning...",Neutral
"Yo, if I never say anything else, trust and believe me when I say EVERYTHING HAPPENS FOR A REASON!!!",Positive
HBO Family is giving me life right now. I swear I have the imagination of a toddler lol!,Positive
#mtzionprayercall in the am!!! @JosephWalker3 always has a word! The 15 mins that changes lives every Tuesday morning!,Positive
: Hate when ii Gta pee so bad when I'm laying down ii really don't be wanting to get up,Negative
@TheLegendLizzie lol ii see and my fault next time ii see u online imma say hello iight,Positive
@AtieraJ Whats up lady how are you. I'm reaching out and interested in a collab in the very near future check out @ProfanityMAG and holla,Positive
@Emperess everything is good. What's up with you though. How've you been in this cold cold workd,Positive
"I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog.",Negative
"I wasn't a druggie, i wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where i'm at now.",Negative
"I mean i'm from Chicago. I'll cheer for the Bears, but i a bigger 49ers fan",Neutral
@Vladimir_Poofin I'm doing photography as a class so I'll be able to head our photo shoots in the future.,Positive
@Vladimir_Poofin That is why I wanna go back so badly. I wanna disprove any negatives I brought to me and my family's name.,Positive
I delusionally imagine during a multitude of times that i'm being physically accosted by everyone i hold human emotion for....,Negative
This will be the first time two brothers would coach against each other in the Super Bowl. #49ersVsRavens,Neutral
"I black out in that pussy, im addicted like she gotta crackhouse in that pussy.",Negative
"I have my Algebra final exam tomorrow, theirs NOTHING I can do to pass !",Negative
"RayShawn so damn buck in these text messages, he wasn't trynna to fight at his house on Saturday tho !",Positive
"No matter how much I say fuck him &amp; iont want him anymore lml at the end of the day were not going to break up, Da Fuqk you thought ?",Negative
