standard_american_english,sae_labels
She was kissing me and biting my bottom lip in the gallery. All I get is 'buy me this'.,Negative
"Pancakes, scrambled eggs, grits, bacon, toast, and fresh fruit in orange juice. It is for me this morning. Who wants a plate?",Positive
I always knew you were related to Jacob the wolf from Twilight.,Neutral
My significant other looks like money but smells like a check. :) :) :) :) :),Positive
"Hey, you know what time it is, kid? I'll beat that ass, bedtime, get off Twitter.",Negative
"Any child in school that can sleep with a guy every day, their mother needs to be disciplined because she is raising a prostitute.",Negative
"These young women are extremely unintelligent, just let those men take advantage of them in any way.",Negative
"Bitch, catch up, graduate first, then talk to me, until then you're a non-factor, duck bitch.",Negative
"Your stank breath isn't stopping me, shawty. I talk that talk because I mean it, I really don't care.",Negative
"No matter what, that's my little brother. I don't give a fuck, that's blood. I'm not even tripping on you, I'm just disappointed in you! But Tori, yeah.",Negative
"Darella woke up for school, got fully dressed, but didn't have school. He was salty!",Negative
"When you go into a relationship not giving a fuck, 9 out of 10 times you're going to fall in love with them.",Positive
Please stop with this bullshit! Do you know how many executive orders Reagan signed? Stop being an idiot.,Negative
I have lost all respect for you due to your negativity toward the President. You can provide constructive criticism without being extreme.,Negative
"If you are referring to Hillary, she has actually said a lot! Some people just refuse to actually listen.",Positive
My mom is really keeping me home this New Year's. I need to move out fast.,Negative
"If you have been intimate with half the crew, then they have been talking amongst themselves about you.",Negative
"During my middle school years, I was called DSL and never knew what it meant. I just answered to it. Guys can be mean.",Negative
"If she's bisexual for thinking girls are cute, then I guess I'm a full-blown lesbian for kissing a girl. !",Negative
"To me, being gay, bisexual, or lesbian is a mindset for younger boys and girls. ! We were raised not to date or have any interest in the same sex.",Negative
"That's all I did...I date and have sex with guys. ! It's called being adventurous, not gay, sir lol.",Positive
I'm praying tomorrow she gets me that spot because the good Lord knows I need it. !,Positive
"I don't need makeup to make myself beautiful, honey, but I do wear my weave proudly. ! #BOOM",Positive
"I want some Brazilian weave in my hair, haha. But in all seriousness though.",Neutral
"You know what's funny? Witnessing what people talk about when it comes to girls, because it's so true, haha.",Positive
"I apply Carmex liberally on my lips, which are too big to have any dryness on them.",Positive
"Well, I want those Sims games and the ones that are no longer supported. Haha, the Sims is an addicting game.",Positive
"I just wish my hair would cooperate and grow, but then again it could be the perm. I'm just going to grow it out.",Neutral
"It's not blind to see that our generation needs help, but nobody can do anything about it because you all haven't chosen the path to become young adults.",Negative
"Well, the night was good. I just want to lay it down and talk to my babe.",Positive
"Whether the Illuminati is fake or not, I don't care about fame. I'm not with that bullshit. #Killuminati all through your body.",Negative
I'm not becoming just anyone's baby mama. I refuse to be labeled as a baby mama.,Negative
I like the fact that my breasts stopped at a B cup because big-breasted girls look like they're going through it.,Positive
"You are lying about that and you know it, laughing out loud. And no, you were not. I'll admit I didn't do as much, but I did work out.",Negative
Message to the baby smurf women: Push my buttons and I will hit your face open.,Negative
This is exactly why I do not watch the news...nothing but lies. I am moving to the UK. #FuxkThatShxt,Negative
"Feeling lonely, now you've gone and left me, I just can't get over it. Will you be my lover?",Negative
"I hate that, that's like so disrespectful... I don't associate with people like that.",Negative
"So why was P. Diddy sitting in the other car and not with his friend, knowing that beef could pop off at any minute while they're in California?",Neutral
"I miss him, I shouldn't but I do and it's really bothering me right now.",Negative
"My brother beat up another woman at Chris Brown's place, y'all keep testing this guy and he's going to keep handing out beatings. #TeamBreezy",Negative
"Haha, only the lucky ones get oral sex from me...not just some random guy. I'm no easy woman.",Negative
"Girls get called everything for everything. We let you all have sex with us, we're hoes. We don't let you have sex with us, we're hoes.",Negative
"They had your reputation on fire, you used to be hot.",Negative
"I do not know what I was thinking. Now that I think about it, I am shaking my head at myself. I am ashamed and disgusted with myself.",Negative
"Haha, my friend will say that no one can tell you anything about that Mike J Jr.",Positive
2013 resolution: Get off this Channel Orange album. Four months is too long for an album to play consistently.,Negative
I had a nightmare that my goddaughter was 18. *shudders* She needs to stay at this age for at least 13 more years...,Negative
I wish @Riwilliams88 would get here so we can clean up and take the tree down.,Neutral
"Not where I want to be, but I thank God I'm not where I used to be.",Positive
"Haha, I'm ready to do an Easter speech and Easter isn't even here yet! I'm too eager.",Positive
"I don't think she likes her. For some strange reason, nobody likes her. #Phonykicking is not my type.",Negative
"I need to get a wider screen, this keyboard is too small and I keep hitting the wrong keys.",Neutral
"We have taken these ten days, we might as well do the thing, so what's up!",Positive
"@tan_2tymes @tan_2tymes @tan_2tymes is all I can say or think about, she's just amazing! :) <33",Positive
"Yeah, I trust you now, unlock your phone, who is this woman?",Positive
"Being able to lay up all day with the one you love, no class, no practice, no homework, no distractions is the best.",Positive
