standard_american_english,aae_from_sae
"@__Dariee What I had last time... Cicero Twist or whatever. And it's what I want, it's what I'm getting. She's too strong.","@__Dariee What I had last time... Cicero Twist or sumthin'. And it's what I want, it's what I'm gettin'. She's too strong."
"People are constantly discussing love and affection, but you also need condoms and protection.","Folks be always talkin' 'bout love and affection, but y'all also need them condoms and protection."
"I need some assistance, please stop bothering my friend. I'm going to ensure my safety, regardless.","Ah need some help, please stop buggin' my friend. Ahma gon' make sure me be safe, no matter what."
I disagree with the judge's decision; I hope to present a strong case and win. #JusticeForAll,Ah don't agree wit da judge's decision; Ah hope to present a strong case an' win. #JusticeForAll
"I'm excessively preoccupied with myself, which is why I can't maintain a relationship for long... oh well.","Ah'm overly caught up in me, which is why I can't keep no relationship for long... oh well."
I can give my significant other a thousand ways to show how much I love you so much #BaeTweet,I can show my boo a thousand ways to show how much I love you so much #BaeTweet
"Women are upset because muggers no longer frighten them, and nobody dares to touch my brother who is on the block.","Women be mad 'cause muggers don't scare 'em no more, and nobody gon' mess with my brother who out here on the block."
"I don't want to give you the wrong impression, but I need love and affection.","Ah don't wanna give ya the wrong impression, but ah need love and affection."
"@iUse_2GiveAF I like that Darriell from tagged you said wanted to get to know me, just hit me up at 832-848-9020.","@iUse_2GiveAF I like dat Darriell from tagged you said wanted to get to know me, just holla at me at 832-848-9020."
"I dislike it when someone repeatedly discusses the same topic. Honestly, I hear you loud and clear, but I just don't care.","Ah don't like it when somebody keep talkin' 'bout the same thing. Honestly, I hear ya loud and clear, but I just don't care."
"No attitude, just relaxing. I knew she wanted you and I couldn't do that to her, it would have been wrong.","No attitid, just chillin'. I knew she wanted you and I couldn't do that to her, it woulda been wrong."
"I don't like when people try to tell me what to do...oh no, that's not how it works...","Ah don't like when folks try to tell me what to do...oh no, that ain't how it works..."
"I apologize, but I'm now ready... I regret that we don't have Mrs. Wallace on Tuesday; I miss arguing with her.","Ah sorry, but I'm ready now... Ah wish we had Miss Wallace on Tuesday; I miss debatin' with her."
I am going to sleep early because I have to wake up at 8 in the morning for my appointment.,Ah'm gon' hit the hay early 'cause I gotta wake up at 8 in the mornin' for my appointment.
"Come find me, I'm not afraid of the police.","Come find me, I ain't afraid of them police."
"Holy smokes, brother, little Wayne, I'll show you that we have no limits as soldiers, my three brothers and Mary Alex.","Holy smokes, nigga, little Wayne, I'mma show y'all we got no limits as soldiers, my three homies and Mary Alex."
"I'll tell a big, fat joke. I'm Kevin, KLC. PT Kevin Earl.","I'm 'bout to tell a big, fat joke. I'm Kevin, KLC. PT Kevin Earl."
@blackink12 I still find it astonishing that he has so many children at the age of 32. I'm the same age and this situation gives me headaches.,"@blackink12 Ah still be like, how 'bout dem so many kids at 32? Me be the same age, and this whole thing be givin' me headaches."
"@AverageBro lol, you're wrong. I think he's not used to his body. He seems a bit goofy. Not sure if he's soft yet.","@AverageBro lol, y'all wrong. I reckon he ain't used to his body. He lookin' a bit goofy. Ain't sure if he soft yet."
@CalvinBenLester I am not surprised that I remember when he said something offensive about Tim Duncan's mother.,@CalvinBenLester Ain't shocked I recall when he said somethin' disrespectful 'bout Tim Duncan's mama.
"@ElliottWilson @theDYNAMICS Yes, they have been doing that for the past two years. Without the chess.","@ElliottWilson @theDYNAMICS Yo, they been doin' that fo' past two years. W'ithout the chess, ya know."
"@blackink12 We had mixtapes back east, though. I heard 'More Money, More Problems' three months prior on a cassette tape.","@blackink12 Ah had mixtapes back east, though. Ah heard 'More Money, More Problems' three months prior on a cassette tape."
@noz you're right. The cool breeze is like the Godfather. I just remember the guys embracing that joint. That spiteful chant took it beyond DF fans.,@noz y'all right. Them cool breeze be like the Godfather. I just remember them fellas embracin' dat joint. Them spiteful chant took it way beyond DF fans.
@TrillSmith @marsxgod That is a human being growing up. Those three identities are on every album. It's just a creative way to display his personality.,@TrillSmith @marsxgod Dat be a human bein growin up. Them three identities be on every album. It's just a creative way to show his personality.
"I don't have to like your music to see your tactics. However, let's get back to work.",Ah don't gotta like y'all music to see y'all tactics. Ahighten let's get back to work.
"@RavinJusFresh Do you understand what I'm saying, laughs?! I was wearing khakis and a cardigan, I should have been fine, but my beard was unruly, laughs.","@RavinJusFresh Yo, you gettin' what I'm sayin', laughs?! I had on them khakis and a cardie, shoulda been cool, but my beard was all wild, laughs."
"My buddy just asked me if I knew who the band crew was. I replied, 'Hell yeah, my twin @ThatMagDontMiss is the band crew. Aye, twin, I need to text you.","My homie just asked me if I knew who the band crew was. I replied, 'Hell yeah, my twin @ThatMagDontMiss is the band crew. Aye, twin, I gotta hit you up."
Walked in the house from the store... walked in the room. It smelled like straight kush... living the good life.,Walked in the house from the store... walked in the room. It smelled like straight kush... livin' the good life.
"@SMH_YeaThatsRob Believe me, nephew, I know if anyone else knows I know... Can't trust anyone, your friends can turn on you just as quickly as family will.","@SMH_YeaThatsRob Believe me, nephew, I know if anyone else knows I know... Can't trust nobody, your friends can turn on you just as quick as fam will."
"I miss my family, my nephew, and my sister Brittany. My niece is due today, and I hope she arrives tonight.","Ah miss ma fam, ma nephew, and ma sis Brittany. Ma niece is due today, and I hope she come tonight."
"He said something last night apparently it struck a nerve in someone. Lol, you're a b okay.","He said sumthin' last night, apparently it jus' struck a nerve in somebody. Lol, you's a b okay."
"Nicknames aren't that bad, but don't give anyone a title they haven't earned, especially if they can't play that role.","Nicknames ain't that bad, but don't give nobody no title they ain't earned, especially if they can't play that role."
"I have been the same girl since day one; I have never changed, I just don't tolerate your nonsense anymore.","I been the same girl since day one; I never changed, I just don't put up with your nonsense no more."
"Joy to the woman who had relations with my partner, that's why he contracted herpes. That's what she gets for speaking ill.","Joy to the woman who had relations wit my partner, that's why he got herpes. That's what she gettin for talkin bad."
