standard_american_english,african_american_english
$$$$$ is my best friend. Forget you broke individuals and desperate people!,"$$$$$ is My Be$tFriend,  Fuck you Broke Bitches &amp; Thirsty Ass Niggas!  #Straight Like That"
"@Bill_kelley24 Wale, Fab, Jeezy, and Yo Gotti have great albums, but Game and T.I.'s albums are incredible.","@Bill_kelley24 Wale, Fab, Jeezy and Yo Gotti got nice tapes... But Game and T.I. Albums is Crazy"
"I'm still undecided about @machinegunkelly's music, but I really support his movement.",I'm still on the fence about @machinegunkelly music... but I fuxk wit his movement TOUGH #BlameItOnTheClevelandInMe
"Needless to say, a trip to the bathtub and a lot of shampoo is now on the agenda.",Needless to say a trip to the tub and HEAVY shampoo is now on the itinerary
"No, man... I'm reporting him. He is too young and Instagram gets too real, lol.",@UAdore_Me Naw man... I'm flagging him. He too young and IG get too Real lol
"Gucci really sold drugs, killed a guy, pushed a girl out of a moving car, and got an ice cream cone on his face.","Gucci really sold crack, bodied a Nigga, Pushed a Girl out a moving car and got a ice cream cone on his face..."
"This is my first pair of Sanuk sandals, and my feet are loving them! Many thanks to my brother and sister-in-law.","First pair of Sanuk sandals, my feet are loving this!  Many thanks to my bro and sis-in-law"
I really don't feel like being bothered today by random people. Let me see if my friend is here; I definitely need a cigarette.,I really dnt feel like bein bothered today by random ppl. Lemme see if my friend here i defly need a cigg
Jessica was right... :/ I just wish she could see it; maybe one day. *shrugs*,"Jessica was right.... :/ I just wish she could see it, maybe one day *shrugs*"
"I thought I was out for the night until that phone started vibrating, lol.",I Thought I Was Out For The Night Til That Phone Got To Vibrating Lol
I would love to see you perform before you retire. When are you coming to the DMV? @Iam_JuiceBox,Would love to see you perform before you retire when are you coming to the DMV? @Iam_JuiceBox
@Jay_TRU_Scrapp I'm trying to stay out of trouble in school... still grinding all night and day.,@Jay_TRU_Scrapp the same thing tryin 2 stay outta of trouble in n school...... STILL GRINDIN ALL NITE N DAY
"I know they don't want any problems, but if they want those problems, we will go crazy.",I Know They Don't Want No Problems But If They Want Dem Problems We Go CRAZY
We have gummy worms filled with vodka on this end... eating candy and fading out!,We got gummy warms  fulled of VOCKA ON this end... eating candy and fading out!!!
"If you wanted to see me naked, just ask. Don't come behind me when I'm about to get in the shower, Grandma!",If u wanted To See me naked just ask don't come behind Me when I'm bout To get In the shower GRANNY!!!!
"I don't know why I'm listening to Tyrese's ""On Top of Me"" because I am definitely not in any way, shape, or form in the mood for sex! That's trouble, a no-no.",Idk Why I'm listening To (Tyrese -ON top of Me )cuz I'm So not and No way shape Or form of sex! =Trouble =No-no
"Somebody save those women! Over here, I'm like, somebody put the code on and stop letting those women in!",Somebody saving them Hoes! &gt;&gt;over hur I'm like sumbody put the code On and stop letting them hoes end!!!!
"When a famous person gets pregnant, it's all glitz and glam, but when a regular person gets pregnant, all hell breaks loose!",When a famous person get pregnant it's All glits &amp;Glam But soon a regular nigga pregnant All Hell breaks loose!
"Smh... Boy, your ego is bigger than your brain. That's why you don't know much.",Smh...  Boy Yo ego bigger than ya brain that's Why Yo ass don't know much
SucSuc said these people out here aren't any good. Try your luck and watch what happens.,SucSuc said these niggas out here ain't no good try ya luck watch u get fucked..
I'll be doing a meet and greet tomorrow morning for anyone who wants to come out and talk to me about anything. You have to find me first though.,I'll be doing a meet and greet tomorrow morning for anyone who wants to come out and talk to me about whatever. U gotta find me first tho.
Lol I don't worry about anything anymore. Things are just so amusing to me now.,Lol I don't trip off nothing no more. Stuff be so amusing to me now.
They are trying to make it to the top but are steadily hating from the bottom! They aren't going to get far.,Dey trayna make it to the Top but Steady hatn on Da Bottomz!!!!!!!! Ain't gne get far
"@DerrickM10 lol no, I'm just not going to fight over something like this and for Keiland.",@DerrickM10 lol  naww I'm juss NT finna fight ova no shit like this and foe keiland
"I don't have any breasts, and I'm talking about when you were masturbating in the bathroom.",@GouldBoy_DWill nigga I dnt got no titties and naww I'm Talm bout when u was jacking off in the bathroom
"He said if something happens and I don't wake up tomorrow, I want you to know I love you. -______- Please be quiet.",He Said iF Something Happen &amp;&amp; Ion Wake Up Tomorrow iWant You To Kno iLove You -______- STFU
"I could express all my feelings to Darion, but he only cares when he feels like caring.",I Could Express All My Feelings To Darion Buuuut He Only Care When He Feel Like Caring .
"I took a vacation from school, so don't worry about my future. I know what I need to do and what I have to do. Back off from me and how I live! Thanks.",I took a vacation from school so dont worrie about my future i know what i need to do and what i gotta do back off me n how i live ! Thanxz
"I hate how people act friendly one day and then miss you, and then they want to turn around and confront you and get angry.",I hate how people be cool the next day and stuff and miss u and all that then they wanna flip it and try to drill you and get mad
"I hate when I lay down and one of my eyes waters. Not both, but one; it always seems to be my left eye.",Hate when i lay down and one of eyes be watering . Not both but one it seems to always be my left eye
It's funny how feelings can change in a matter of days... I liked you so much a week ago. What happened? I should be a Gemini.,Its funny how feelings can change with a matter of days...I liked u so much a week ago..wat happend?? I should be a #gemini
I'm about to go half on a sack and stuff this blunt with my friend George!,Boutta go half in a sack &amp; stuff this blunt with my nigga George !
#PeopleWhoMadeMy2012 @Its_Mee_JoJo @DoubleG_OnMe @PULLEN_um @NiaNostalgia. The four closest females in my life. I love you all.,#PeolpleWhoMadeMy2012 @Its_Mee_JoJo @DoubleG_OnMe @PULLEN_um @NiaNostalgia. The 4 closest females in my live. I love yall.
"@iAmEbonyRenea_ We buy a lot of clothes, but we don't really need them. The things we buy cover up what's inside.",@iAmEbonyRenea_ We a buy a lot of clothes but we don't really need em. Things we buy cover up what's inside.
"Hopefully the Clippers can get their own stadium after this season. They are doing really well, and they deserve it.","Hopefully the Clippers can get their own stadium after this season. They doing hella good, they deserve it."
The two most genuine girls I know that I will never get rid of are Angel and Ebony.,", the two realest girls i know  that i will NEVER get rid of is angel &amp; ebony"
I'm about to be really angry if she got off Twitter and hasn't called me yet.,", I'm about to be PISSED TF OFF if she got off twitter &amp; ain't called me yet..... -___-"
I just deleted everything about 2omf from my phone and my life. Forget them.,", just deleted EVERYTHING about 2omf out my phone &amp; my life .. fuck them"
I hate when unattractive people act all stuck up. You need to look in the mirror and see what you really look like.,", I hate when ugly bitches be acting all stuck up &amp; shit . um bitch you need to stick yo ass in front of a mirror &amp; see wtf you looking like"
