aae_from_sae,standard_american_english
My brother betta get away from me and stop talkin’ to me before I kick him for wearin’ my v-neck without askin’!,My brother better get away from me and stop talking to me before I kick him for wearing my v-neck without asking!
"When it’s too wet outside, I just chill in the bathtub and relax while listenin’ to music. Judge me if you want; it ain’t gon’ bother me.","When it's too wet outside, I sit in the bathtub and just relax while listening to music. Judge me if you want; it won't bother me."
"Don’t go too fast, don’t go too slow; you gotta let your body flow.","Don't go too fast, don't go too slow; you have to let your body flow."
"Remember the person who encouraged you to be who you wanted to be in life; it wasn’t them flaky females, it was ME.","Remember the person who encouraged you to be the person you wanted to be in life; it wasn't those flaky females, it was ME."
Breakin' up to make up; goin' through the same issues again make a person not wanna try again.,Breaking up to make up; going through the same issues again makes a person never want to try it again.
My sister really puttin' in a lotta work on that Bratz doll head; it’s cute though.,My sister is really putting a lot of effort into this Bratz doll head; it's cute though.
But you know me. I don’t be thinkin' things through. Laughin' to myself... So I ain’t really noticed stuff like I been lately.,But you know me. I don't think things through. Laughing to myself... So I never really noticed things like I have been lately.
I gotta use the bathroom but I don’t feel like gettin' up. Don’t you just hate that?,I have to use the restroom but I don't feel like getting up. Don't you just hate that?
"@classy_tessa23 @lonelysoulja225 lol he go to school with me, silly... he from Texas but livin' in Baton Rouge now, duh lol.","@classy_tessa23 @lonelysoulja225 lol he goes to school with me, silly....he's from Texas but lives in Baton Rouge now, duh lol."
He done left the building... he ain't got time for us no more since he got a new girl!,He left the building... he doesn't have time for us anymore since he got a new girlfriend!
Save yo'self; viewers be advised that the things you hear be real graphic and gon' damage yo' soul. Beware.,Save yourself; viewers are advised that the things you hear are really graphic and will damage your soul. Beware.
"Somebody done blew up my Instagram notifications *coughs Juliette*, so I'ma chill on here, lol.","Someone decided to blow up my Instagram notifications *coughs Juliette*, so I'm going to chill on here, lol."
"People always say everything gon' be alright when you lose the one who loved you like no other, knowin' ain't nobody gon' replace that person.","People always say everything is going to be okay when you lose the person who loved you like no other, knowing that there will be no one to replace that person."
"You know that money bring the cars, and the cars bring the women. That's how the rock star life go, for real.","You know that money brings the cars, and the cars bring the women. That's how the rock star life goes, for real."
Dem folks tryna take Rick Ross down; he better pay up 'fore they take his life. #RNS,Those people are trying to take Rick Ross down; he better pay up before his life is taken. #RNS
"My homies treatin' women real bad, and them women just sittin' there lettin' it happen. #RNS","My friends are treating women poorly, and those women just sit there and accept it. #RNS"
I guess I'ma listen to some music and eat in the kitchen; ain't nothin' on TV.,I guess I'll listen to some music and eat in the kitchen; there's nothing on TV.
"He said the man was slumped over the wheel, and his hat was all over the windshield.","He said the man was slumped over the steering wheel, and his hat was all over the windshield."
"I just made myself a bomb breakfast on my day off. Wait, I gotta work at UC today, but it's all good.","I just made myself a delicious breakfast on my day off. Wait, I have to work at UC today, but it's okay."
These folks already know not to get wild with me; I’m gon’ put ‘em on blast.,These people already know not to get crazy with me; I will expose them.
"I see what it is, you mad ‘cause your crew ain’t really your crew. They be stealin’ your weed and smokin’ it right in front of you.","I know what it is, you are mad because your friends aren't really your friends. They steal your weed and smoke it in front of you."
"I’m the one you turned away. You pushed me off every time I tried, but I’m good.","I am the one you denied. You pushed me away every time I tried, but I'm alright."
"Still no Valentine. Some folks be askin’ me, but not the one I really want to ask me. I ain’t gon’ wait too long.","Still no Valentine. Well, some people ask me, but not the one I want to ask me. I am not going to wait too long."
"She got so much back, I just wanna tap her on the shoulder and let her know... smh, laughin’ out loud.","She has so much booty, I just want to tap her on the shoulder and let her know... shaking my head, laughing out loud."
"Sittin' on my bed bored as hell, wishin' my future was here, but he ain't.","Sitting on my bed bored as hell, wishing my future was here, but he is not."
"I love you, I miss you, I love you. Forget that. If you really mean it, say it right.","I love you, I miss you, I love you. Forget that. If you really mean it, say it correctly."
"I'm annoyed, and that's an understatement. I'm the one who sat tonight out, but folks walkin' in with attitudes. Forget everybody. Oh, and I'm sober.","I'm annoyed, and that's an understatement. I'm the person who sat tonight out, but people are walking in with attitudes. Forget everybody. Oh, and I'm sober."
"Them ain't my people, lol. Bottoms in general make it easy for tops to act up 'cause they make the wrong things way too easy.","Those aren't my people, lol. Bottoms in general make it easy for tops to act poorly because they make the wrong things way too easy."
"I don't know 'bout that nonsense; all I do is drink. Haha, but yeah, Detroit full of that. That's why I stayed single.","I don't know about that nonsense; all I do is drink. Haha, but yeah, Detroit is full of that. That's why I stayed single."
"They been givin' out them attractive bodies; everybody I seen today got a nice figure, both the fellas and the ladies.","Clearly, they have been giving out attractive bodies; everyone I have seen today has had a nice figure, both boys and girls."
"I got some things to talk 'bout, and Twitter, y'all gon' be quiet and listen.","I have some things to discuss, and Twitter, you are going to be quiet and listen."
@BADDHABIT_69 lol I'm glad I could do that for you 'cause my broke self had a rough night.,@BADDHABIT_69 lol I'm glad I can do that for you because my broke self had a terrible night.
"If that discreet dude don't leave me alone... girl, you seen my Instagram; I ain't subtle at all.","If that discreet guy doesn't leave me alone... girl, you've seen my Instagram; I'm not subtle at all."
"The fact that I'm bumpin' Pastor Troy's ""Are We Cuttin""... I'm really lit right now... with my fine self, lol.","The fact that I'm listening to Pastor Troy's ""Are We Cuttin""... I'm really drunk right now... with my attractive self, lol."
"Lol, hush up... I hope I find my man at church. Lord, I need me a good Christian, wholesome dude. Hallelujah!","Lol, be quiet... I hope I find my husband at church. Lord, I need a Christian, wholesome man. Hallelujah!"
