standard_american_english,african_american_english
She has far too much grief built up... She needs to go see Mrs. King soon.,She has waaaay too much grief built up.... She needs to go see Mrs. King frfr
"She's holding on to things that we, as a family, are trying to let go of!",She's holding on to shit that we as a family are trying to let go of!
@__Trruuuuu lol I'm definitely going to have to make a trip there sooner than later... I need to find out if you're all talk.,@__Trruuuuu lol I'mma def have to make a trip there sooner than later... Gotta figure out if y'all are all talk...
I'm trying to wait until the last minute of the last day to go back to Albany...,I'm trying go wait until the last minute of the last day to go back to Albany...
No class! She let me go home! Privileges of being the only person in the class!,NO CLASS!!!!  She let me go home! Privileges of being the only person in the class!
"@SapranoLife_Dez lol I didn't leave you; it was a last-minute trip, and I returned the same day... I've got you if I ever go back.",@SapranoLife_Dez lol I didn't leave you.. it was a last minute trip and I came right back the same day ... I got you if I ever go back
"Shoutout to my #9 baby @PhireSpitter, also known as Hell and High Haze or Triple H... P PHIIIIIIII.",S/o to my #9 baby @PhireSpitter aka Hell and High Haze bka Triple H .... P PHIIIIIIII
"@Down_WithOPP Honestly, they need to fix all the damn potholes on your campus because it's ridiculous! Lol.","@Down_WithOPP honestly, they need to fix ALL the gah damn pothole on y'all campus, bc that shit ridiculous ! Lol"
"@D_Fulton89 My brother is lying all over Twitter; he won't be in the wedding talking about me and my potential future, lol. Sigh, he's so naive.","@D_Fulton89 my bro lying all on twitter, he ain't gon be in the wedding talking bout me n my possible future lol, smh light brights"
"@sheerconfusion7 lol, that too, but girl...you know I've been overweight since forever...snacks are always available.",@sheerconfusion7 lol that too but girl...you know I've been fat since forever...snacks always on deck
"Want to engage in intimate relations for genuine companionship? You're seeking such relations for mere sustenance, my friend, haha.",Pop dat pussy for a real nigga? Bitch u poppin dat pussy for a meal nigga lol
"You can't talk about designer clothes and making money, but then want a free video or a free beat; that's backwards. Video directors and producers have to get paid too.",U cant rap abt designer nd u gettin money but want a free video or a free beat dats backwards video directors nd producers gotta get paid 2
I'm not spamming you all to get retweets; I genuinely want you to listen to some good music.,Im not spammin yall tl to get retweets i actually want yall to listen to some good music
"In the neighborhood on the street, pulling out twenty-fours like I'm going to squeeze her tighter than a cramp, and I'm hitting it like a band camp.",In da hood on da block pullin 24s like ima vamp her pussy tighter den a cramp nd i beat it up like bandcamp
"You're going in and out of clubs all week, but you don't have a job #Disqualified",U in and out of clubs all week but u dnt got no job #DisQualified
"This guy, Herb, really excels in the Eastside when it comes to bars, @LilHerbie_Ebk. You need to join us. #NukeCityEnt is serious business.",Dis nigga herb go hard he got da eastside as far as bars go @LilHerbie_Ebk u need to do fuck wit us #NukeCityEnt real shit doe
"I may not be Jay Z, but if my daughter needs anything, she gets it.",I might not b jay z but my daughter dont want for shit if she need it she get it
I have to get up bright and early for work! It feels good to say that again.,I gotta get up bright and early for work! It feel good to say dat again
"The crowd forgot a woman right after I hit her; point me to the kitchen, woman.",Mob forget a bitch rite after i hit da bitch like point me to da kitchen bitch
"My mother took me driving to Coney Island just to get some bacon, lol.",My mama went me to driving to Coney Island an just to get some Bacon lol wtf
"That same person will be in a relationship with an insignificant individual and keep taking them back, it's quite perplexing.",that same person will be in a relationship with a trifling motherfucker and keep taking them back shits crazy
My parents always have to say something to me too. It's mean to me for no reason. Ughh :(,My parents alwayss Gotta sayy something me too meann too me for no reason Ughh :(
"@SouthSide_Losoo I don't know, but I like it now. Do I have to use it? I guess so now.",@SouthSide_Losoo idk but i lik it now doe i got use too it doe now i guess
"@PHATBLACKBARBiE FYI, how do you figure that? And I was smoking with you at Tay's house.",@PHATBLACKBARBiE FYI how u figure dat and I was smoking wit u @ tay crib
I need to learn how to work with what I have and stop living in the past...,Gotta learn how to work w| wat I got n stop living in the past...
"I know this man, and he's the luckiest man in the world... But he's unaware.",I know this guy and he's the luckiest guy in the world ... But he's unaware
It's crazy how you can look me and my face and lie to me with no problem.,It's krazi how yhu can look meh n mi face &amp; lie 2 meh wit no problem
"I'm quite hungry now, looking in the fridge and grabbing a hamburger and fries. I guess I'm going to cook.",In hungry af *looks n fridge &amp; grabs hamburger &amp; fries* guess I'm finna cook
"@girlsluvSoSweet I just messing with you, laugh out loud *walks away because I'm still down with you*",@girlsluvSoSweet ik jux messing wit yhu lol *walks way kuz I'm still dne wit yhu*
"But in the end, I'll have to blaze up this loud music while waiting for him to clock out.!",But iin dha mean tyme fiinna blaze up dhis louD while waitin fahh hiim to clock out.!
"Women speak ill, and their plans often fail, that's the reality.","Bitches Talk Shit , And Get Their Shit Split , That's That #Trill Shit (:"
"If he's not good enough to bring home, don't sleep with him because there's a chance they might become your child's parent #wisdom","If s/he's not good enough to take home, don't lay with him/her cause there's a possibility they may become your baby's mama/daddy #wisdom"
Hold on...how can you have more hair on your chest than around your temples?! o_0,Hol' on...how can you have more hair on your chest than around your edges?!  o_0
Is it immature that I switch the channel when a commercial for a frightening movie appears?,Is it childish that I change the channel when a commercial for a scary movie comes on?
"I know I should be eating something, but to be honest, I don't feel like it.","I know I should be eating something, but quite frankly, I don't feel like it..."
"I know some attractive people who aren't very photogenic, and some not-so-attractive individuals who take flawless pictures!","I know some attractive people who aren't very photogenic, and some not so attractive folks that take flawless pics!"
"It's not that we don't exist; it's just that you're not ready for us, and/or you're looking in the wrong places.","It's not that we don't exist, it's just that y'all not ready for us and/or just looking in the wrong places"
My singing voice is certainly not as good as it could have been if I had not stopped singing.,My singing voice definitely isn't as good as it could've been had I not stopped singing...
That awkward moment when you were pretending to listen and now you realize a response is required.,That awkward moment when you were pretending to listen and now you realize a response is required.
I'm glad I know who my real friends are rather than to just be walking around clueless and confused.,I'm Glad Ik Who My Real Friends Are Than To Jss Be Walkn Around Clueless And Shit
Happy Haitian Independence Day to all my Haitian friends and those associated with Haiti... Never Forget. Enjoy the celebration!,Happy Haitian Independence Day to all my Haitians and Haitians by association or pene.... Nvmd  Enjoy all!
"@Johnnyd_24 What about family? I'm trying to enjoy this year for sure. I already have babysitters, lol.",@Johnnyd_24 what about family im trying to kick it this year for sure already got baby sitters lol
