standard_american_english,sae_labels
"@sheerconfusion7 Lol, that too, but girl... you know I've been overweight forever. Snacks are always available.",Neutral
"Are you dancing for a real man? Girl, you are dancing for a meal, lol.",Negative
You can't rap about designer clothes and making money but want a free video or a free beat. That's backwards. Video directors and producers need to get paid too.,Negative
I'm not spamming your timeline to get retweets; I actually want you all to listen to some good music.,Positive
"In the neighborhood on the block, pulling 24s like I'm a vampire. Her body is tighter than a cramp, and I handle it like it's band camp.",Positive
"You are in and out of clubs all week, but you don't have a job. #DisQualified",Negative
"This guy goes hard; he represents the east side as far as bars go. @LilHerbie_Ebk, you need to collaborate with us. #NukeCityEnt, for real.",Positive
"I might not be Jay-Z, but my daughter doesn't want for anything. If she needs it, she gets it.",Positive
I have to get up bright and early for work! It feels good to say that again.,Positive
"People forget about someone right after I hit on them, like point me to the kitchen.",Negative
"My mom wants me to drive to Coney Island just to get some bacon, lol what the heck.",Neutral
That same person will be in a relationship with a troublesome individual and keep taking them back; it's crazy.,Negative
"My parents always have to say something to me, and I mean for no reason. Ugh.",Negative
"@SouthSide_Losoo I don't know, but I like it now. I guess I have to get used to it.",Positive
"@PHATBLACKBARBiE For your information, how did you figure that out? I was smoking with you at Tay's house.",Neutral
I need to learn how to work with what I have and stop living in the past.,Neutral
"I know this guy, and he's the luckiest guy in the world, but he doesn't realize it.",Negative
It's crazy how you can look me in the face and lie to me without any problem.,Negative
I'm really hungry. *looks in the fridge and grabs a hamburger and fries* I guess I'm going to cook.,Positive
"I'm just messing with you, lol *walks away because I'm still done with you*",Neutral
"But in the meantime, I'm about to smoke this loud while waiting for him to clock out.",Neutral
"People talk trash and then get their consequences, that's just the real deal.",Negative
"If he or she is not good enough to take home, don't sleep with him or her because there's a possibility they may become your child's mother or father. #wisdom",Positive
Hold on... how can you have more hair on your chest than around your hairline? o_0,Neutral
Is it childish that I change the channel when a commercial for a scary movie comes on?,Neutral
"I know I should be eating something, but honestly, I don't feel like it.",Negative
"I know some attractive people who aren't very photogenic, and some not-so-attractive people who take flawless pictures!",Neutral
It's not that we don't exist; it's just that you all are not ready for us and/or are just looking in the wrong places.,Neutral
My singing voice definitely isn't as good as it could have been if I hadn't stopped singing.,Negative
That awkward moment when you were pretending to listen and now you realize a response is required.,Negative
I'm glad I know who my real friends are rather than just walking around clueless.,Positive
"Happy Haitian Independence Day to all my Haitians and those associated with Haiti. Never mind, enjoy!",Positive
"@Johnnyd_24, what about family? I'm trying to hang out this year for sure; I already have babysitters lined up, lol.",Positive
"I just received a disrespectful call, but all I could do was laugh because I don't engage with that. Talk to me face to face; you just saw me.",Negative
"I've been riding solo except for my close friends for almost three years, so don't come at me with that.",Neutral
"I do have those tweets up, just for you. I don't know how, but I took like three months off to be with my family.",Neutral
"I prayed to God to help me identify my enemies, and the next thing I knew...",Neutral
"If you don't give shoutouts, follow back, or retweet, what are you even doing on Twitter?",Negative
Follow my friend @bugggy10 because he just updated his page. Support the family!,Positive
"That look you give me before you whisper in my ear and tell me it's mine... yeah, I love that.",Positive
"It's 2013, and I'm trying my best not to dislike people, especially if it's someone I love, like family.",Neutral
"I don't know why this crazy man of mine takes everything so seriously. Oh my God, he's a big baby.",Negative
"I don't know why people think they are doing something by trying to turn my man against me. Reality check: give up, it will never work.",Negative
"It took him almost losing his life for her to realize he is her only son, and that's her baby.",Neutral
You can see everything in Raqi's face that she is being dishonest; she is a jealous person.,Negative
$$$$$ is my best friend. Forget you broke individuals and desperate people!,Negative
"@Bill_kelley24 Wale, Fab, Jeezy, and Yo Gotti have great albums, but Game and T.I.'s albums are incredible.",Positive
"I'm still undecided about @machinegunkelly's music, but I really support his movement.",Neutral
"Needless to say, a trip to the bathtub and a lot of shampoo is now on the agenda.",Neutral
"No, man... I'm reporting him. He is too young and Instagram gets too real, lol.",Negative
"Gucci really sold drugs, killed a guy, pushed a girl out of a moving car, and got an ice cream cone on his face.",Negative
"This is my first pair of Sanuk sandals, and my feet are loving them! Many thanks to my brother and sister-in-law.",Positive
I really don't feel like being bothered today by random people. Let me see if my friend is here; I definitely need a cigarette.,Negative
Jessica was right... :/ I just wish she could see it; maybe one day. *shrugs*,Neutral
"I thought I was out for the night until that phone started vibrating, lol.",Neutral
I would love to see you perform before you retire. When are you coming to the DMV? @Iam_JuiceBox,Positive
@Jay_TRU_Scrapp I'm trying to stay out of trouble in school... still grinding all night and day.,Neutral
"I know they don't want any problems, but if they want those problems, we will go crazy.",Negative
We have gummy worms filled with vodka on this end... eating candy and fading out!,Positive
"If you wanted to see me naked, just ask. Don't come behind me when I'm about to get in the shower, Grandma!",Negative
"I don't know why I'm listening to Tyrese's ""On Top of Me"" because I am definitely not in any way, shape, or form in the mood for sex! That's trouble, a no-no.",Negative
