aae_text,sae_text
But this year I REALLI think you need to get to ass beat to get you right,But this year I really think you need to get your ass beat to set you straight.
@effluv_getMONEY nuthin finna be back to reality when I get back to dega in a couple days..,@effluv_getMONEY Nothing is going to be back to reality when I get back to Dega in a couple of days.
"""I'm so irritated , damn jus go to the sprint store and change it !!!!""",I’m so irritated. Just go to the Sprint store and change it!
Um does it matter ? Am I with you now ? Nigga move tf around you've burnt all yo bridges with me simple as that,"Um, does it matter? Am I with you now? Please leave me alone—you’ve burned all your bridges with me, it’s as simple as that."
Realizing the obvious is not always an easy pill to swallow but in the long run you will save urself from alot of pain,"Realizing the obvious is not always easy to accept, but in the long run, you will save yourself from a lot of pain."
oh the struggle of watching zack n cody n thinking about my childhood living in trinidad n cali,"Oh, the struggle of watching Zack and Cody and thinking about my childhood living in Trinidad and California."
it dont matter how she found out nigga . just know she know now !,It doesn't matter how she found out. Just know that she knows now!
I usually dnt get mad at the lil things but eventually that shit adds up,"I usually don't get mad at the little things, but eventually that stuff adds up."
Girl i dnt want to just see that ass where is uq head at and ur intentions,"Girl, I don't want to just see your body; where is your head at and what are your intentions?"
These fayetteville bus routes is stupid as hell i aint got time to be waitn on them shit i rather walk,These Fayetteville bus routes are extremely stupid. I don’t have time to wait for them; I’d rather walk.
I dont hold grudges or have regret i just say fuck it and keep it moving,I don’t hold grudges or have regrets; I just say “forget it” and keep moving forward.
@iBrittany_NY hey whats up i see u be promoting music im in the process of getn my shit finish so when i do i will def. let u kno cool,"@iBrittany_NY Hey, what's up? I see you promote music. I'm in the process of getting my stuff finished, so when I do, I will definitely let you know. Cool?"
What a wonderful wkend...ladies wen u have a MAN..that adore n spoil u...u have to do it back to him...I went beyond ten n above.,"What a wonderful weekend... Ladies, when you have a man who adores and spoils you, you have to do the same for him... I went above and beyond."
Jus sitting here waiting for dem to say sum dumb shyt so I can ctfu.dey dickheads forreal,Just sitting here waiting for them to say something dumb so I can crack up. They’re really idiots.
On sum real shit I never heard shantel tell anybody day she love dem.I'm still tryna think back.I thought she had a loving problem.lol,"On some real stuff, I never heard Shantel tell anybody that she loves them. I'm still trying to think back. I thought she had a problem expressing love. Lol"
I keep him around for a reason.if I didn't want him around I would flee him,"I keep him around for a reason. If I didn’t want him around, I would leave him."
"""I can't change da fact dat he my kids father, but I can bring to yal attention dat he still gone be on my dick wen he touch down""","I can't change the fact that he is my children's father, but I can bring to your attention that he will still be interested in me when he gets out."
"""He said i dnt wanna nfall deep inlove nomore pussy shut up its too late""","He said, ""I don't want to fall deeply in love anymore."" Boy, be quiet—it's too late."
Lord help me on my journey. Help me on my way. Ooo Lord i want you to help me!,"Lord, please help me on my journey. Help me along the way. Oh Lord, I want you to help me!"
@SSS_ENT tomorrow i gt out of class at 11 and i work mornings fri n sat,"@SSS_ENT Tomorrow I get out of class at 11, and I work mornings on Friday and Saturday."
I miss my Craig. I swear i do. Save me a spot in Heaven love.,"I miss my Craig. I truly do. Save me a spot in Heaven, love."
Ppl complain for no fuckin reason bout shit ion even do. And i exclude myself from ppl? Yall treat me like a fuckin outcast,People complain for no reason at all about things I don’t even do. And I’m the one who excludes myself from people? You all treat me like an outcast.
Ppl quick to forget when u stay spending money on them. Then when u need help they wanna complain n shit,"People are quick to forget when you’re always spending money on them. Then when you need help, they want to complain and everything."
@Bighomie_BigRu soooo yu gone check me in public & yu kno dam well ion kno how to check big sour back ass I kan't stand yu !,"@Bighomie_BigRu So you're going to confront me in public, and you know damn well I don't know how to confront your big, sour-backed ass. I can't stand you!"
I swear mfers on my tl just wanna join the bandwagon ... dam be yo self !!!!!,"I swear people on my timeline just want to join the bandwagon ... damn, be yourself!"
guess I gotta kuddle w/o my munchkin & my love bug :( me & my lonesome tonite !,I guess I have to cuddle without my munchkin and my love bug :( Just me and my loneliness tonight!
I hate when ppl ask to use my phone & go thru it ... like wtf yu lookin for & I hope yu find it !,"I hate when people ask to use my phone and go through it... like, what are you looking for? I hope you find it!"
"""@NicknotNikki: I see I said...jealous I said. Got the whole industry mad at me I said. -Jay Z""","""@NicknotNikki: I said, 'I see.' I said, 'They're jealous.' I said, 'The whole industry is mad at me.' -Jay Z"""
Every relation i have is different then the other but All y'all got one thing in common<<<<<<<<<<,"Every relationship I have is different from the others, but all of you have one thing in common."
And YOU ..smh you still choose to do shit you know aint gne turn out right but #That's you,"And you... shaking my head, you still choose to do things you know aren’t going to turn out right, but that’s just how you are."
Ig I found out what I have to live for... hate I had to realize that way!,I guess I found out what I have to live for... I hate that I had to realize it that way!
Y'all folk tweets about #2012rappers sucks!! Them niggas rapping about the same thing folk been rapping about so THE HELL UP!!,"You all’s tweets about #2012rappers are terrible! Those guys are rapping about the same things people have always rapped about, so shut up!"
"""@TooMessedUp: If someone who plays the guitar is a guitarist does that mean someone who raps is a rapist? good question??""","""@TooMessedUp: If someone who plays the guitar is called a guitarist, does that mean someone who raps is called a rapist? Good question."""
Yea I made up my mind I'm on gng @TH3_CH0S3N1 we in that thing #feb.2,"Yes, I’ve made up my mind. I’m going, @TH3_CH0S3N1. We’re in there. #feb.2"
@WVJCEO  tell her to go to social security shakers!! My gma went there and she ain't had to refinance the house since!,"@WVJCEO Tell her to go to Social Security, for real! My grandma went there and she hasn’t had to refinance the house since!"
So I take em to the kandy shop let em lick the green apple in carmel sucka,"So I take them to the candy shop and let them lick the green apple in caramel, sucker."
My mama just woke me up for shit I hate when pple wake me up seriously,"My mom just woke me up for something. I really hate when people wake me up, seriously."
Pple act like ont know they fina be fresh when taxes come STOP PLAYING IKNO YO HISTORY NA,People act like they don’t know they’re about to be looking good when tax returns come. Stop pretending—I know your history now.
I can get freaki as I wana get sexy ass I wana cuz I aint to Yung now,I can get as freaky as I want and as sexy as I want because I'm not too young anymore.
August 4 he coming wit his shit trey songz call him Micheal Jackson when he beat it,"August 4, he’s coming with his music—Trey Songz. Call him Michael Jackson when he performs."
We grinding with passion he biting on me screaming in scratching he go deeper in deeper until we pass out Sammie a beast,"We’re working hard with passion; he’s biting me, screaming and scratching. He goes deeper and deeper until we pass out. Sammie is a beast."
@beijingg_pinc lmao damn you grew big ole balls in a small as d**** wooh gone na I tweet #CANCER STUFF TO BUT IM NOT A CANCER LMAO INSIDER,"@beijingg_pinc lol wow, you got really bold in a small way. Go ahead then. I tweet #CANCER stuff too, but I’m not a Cancer. Lol, insider."
