aae_text,sentiment
@JenifaTaughtMe That's exactly what they're doing. & with lower student enrollment comes the need for a smaller staff. Let the drama begin.,negative
@illtelligent @JenifaTaughtMe I told my principal I will die inside if I have to teach English 9 next yr! Did you finish it? We didn't.,negative
"""The sermon today (the 2nd one I'm sitting through) is about Jehosephat. Every time the preacher says his name, I laugh out loud""",neutral
@_Emerald_Stone @Gem_Esq I was going to get Michael from a play date yesterday and got caught in it so I'm positive it's gonna be awful,negative
Trying not to be sentimental. But I'm overwhelmed at how amazing an example a black president is for my little boy.,positive
"""@TheAmazinJay I shall not. I can't believe you really think that about me!! I ate a burger, dammit. With my hands!!!""",neutral
@theinventher I was completely impressed. All this hype about her being a performer and not a singer was laid to rest yesterday.,positive
@datimekeepa @ramjr55 I am praying with my whole soul. Lol. So is my first period.,neutral
@glitzAndsass I actually have an extremely unhealthy addiction to it. I DVR it every morning before I go to work.,positive
there are four cans of Limearita in my fridge. I need to write this paper. but there are four cans of Limearita in my house.....,neutral
In my defense. I satisfied the requirements for the paper in 2 pages. But it's gotta be 3-4. So I'm just bullshitting at this point.,negative
I hate that I'm just getting to work. I feel like it should be almost time to go home,negative
My kids were just so excited to discover that Tom Robinson is the mockingbird in the text. Lol.,positive
@ezstreet I could do a JP ceremony for $30 and think nothing of it. Take that money and pay off student loans instead!!,neutral
@80sbaby4life lol. You're not. I just like giving you a hard time because you're mean,negative
I Dnt be trippin on hoes they can all go to hell.I'm focus on bread u can already tell:),negative
Still cant believe I wasted a yr and a half of my life with yall fluke ass bitches,negative
Ery last one of yall some hoes...bouta gtf in all yall one by one...brb doe,negative
Y should i get suspended i didn't thro a puNch nothing just ask her to cum out Side,negative
@WatchMeTurn_up she tryna boss my Fran round & tried to turn up on me if she would've pulled up I would've hit ha,negative
Whenever I see Big Ang I want to sing do your tits hang low do they wobble to and fro,negative
Apple should skip updates to all my apps except THE ONE WHERE YOU MAKE MY PHONE GO FAST,negative
Either Mike Sands got alopecia overnight or he lost a bet. Dude looks like Powder. @wabgtv,negative
@sheilatavious: Either Mike Sands got alopecia overnight or he lost a bet. Dude looks like Powder. @WABGTV6,negative
@akakrista just going and talking to someone will make you feel better. You can unload all your problems. I'd do it.,positive
"""@poison_IvyEyes I just don't like pageants in general because of my ideals, but if I did, I'd believe they were rigged.""",negative
"""@brahthe the only pretty girl is NBC need anchor Bryan Williams daughter, Allison Williams. Google her for good 'baitin material.""",negative
@CarlSmithJr I like how they addressed the diversity issue by having Hannah fuck Donald Glover for 15 seconds in the open,negative
Shout out to the second grader who told me I had make up on my face today,neutral
My supposed best friend changed her number on me bc I told her to dump her boyfriend. #mature,negative
I swear he dat nat nat.....fuckin wit these crack head looking ass hoes n wonder he could NEVA touch me again! Lol dusty feet as nigga,negative
"""@_PurpleLean : ahaha , I bet you thinkk thats funny huh ? WELL ITS NOT""",negative
Iknw you doubt me but just to keep it trill I  heard about you to so bby boy lets keep it real,neutral
On some real shyt I'm staring at my phone cause I'm at lost for words n that never happens everrrr #speechless #,negative
Just got my air jordan retro grape number 5's in the mail today they looking good 2 early cop yall betta get up on it,positive
Late night vampin with this drank in my cup my drank is my friend yellow all day,neutral
Nigga Tryed To Kill Me Dead Ops Tryed To Will Me In I Told Him Lock My Cell Cuzz Won't Breath Again,negative
Pigs Snatch Me Up Smack Me Up Cause I Ain't Answer Em Can't Snitch Ain't No Bone In My Body Say Bitch,negative
Kipp crispy ... they got they own Elite Socks with they school name on them,neutral
I asked you nicely to move your head and you get mad .... for what,negative
I love you and I've dealt with so much jus by bein your gf and I know its gone get worse since im your bm now. You just add on to the stress,negative
If we don't work out for now I will wait for you to make up your mind cuz Im for sure what I want,positive
I been up for 2 hours straight now feeding him and trynna put him back to sleep ... he up eating again,neutral
He get to sleep or take a nap when he want too and shit ...,neutral
I get to sleep for like 6 hours ... and not all at one time,negative
I need to go up to Donnelly and see when I cab come back ... Other wise ima gone head and go to this hair school,neutral
My baby sister got a cute Tinkerbell onesie... :-( .... if they had it in my size I would get it.,neutral
Damn im ashamed of myself.i ddnt mean to tell her that.i was thinkin bout her but said it to the wrong person.smh,negative
Sometimes i feel like im not a good boyfriend or im not treatin her the right way.i love her but sometimes i just dont think she like me.idk,negative
No body Replacing Me @RealistBitch4u lol.. Yu Hoes Better Take A Seat Abd Watch A Real Bitch Do Ha Job,negative
This is turning to something ii aint use too baby am im doin too much !,neutral
She said i will never have a gf cause nessa aint going for it smh,negative
Hacked.by light bread i fuck wit real nigga off that east west n southside. so all u fake ass wont to be king ass nigga i dont no u nigga,negative
Me n petey fuck somebody of the same hoes .in just laugh in talking about it 100,negative
Everything been good for a few month  but this month she aint going to kno me,negative
@CNN #Congress has had their lowest approval ratings in American history but still don't feel threatened by it.. They feel Untouchable.. MOP,negative
"""@CNN We've got some incompetent #Legislatures running this country.  Washington needs a total facelift in 2014. A lot of time wasted. MOP""",negative
"""@GOPBlackChick @CNN Rep-Elect Castro says his priority is Immigration Reform, though I'm hispanic, think our Spending, deficit, budget r #1""",neutral
@ReliableSource Today's xulture doesn't know the meaning of respect. The POTUS gets bashed everyday unlike anything 20 years ago.,negative
@piersmorgan In many cases our police and military are out gunned in their own country. Police face this challenge every day.,negative
"""@Soledad_OBrien While we ponder over this weapons issue, more and more Assault Weapons r being sold at record numbers.. Too little too late.""",negative
"""@Soledad_OBrien Chicago continues to lose more kids to Gun Violence by the hour, while we sit idle debating, what to do. Wakeup America!""",negative
@Soledad_OBrien We demonize athletes worst than some common criminals. Did he cheat? Yes! But he also did a lot for charity.  Move on!,neutral
"""@ReliableSource @CNN The Right say the Left is extreme on #guncontrol, but it's the Right who's gone extreme.""",negative
"""@GOPBlackChick People need to stop feeling like victims. This is not the 60's. Confront it, don't talk about it, be the solution. Fight it!""",neutral
"""@Soledad_OBrien Gun Massacres are a microcosm of the larger problem in this country in regards to #guncontrol. Need a broad solution.""",neutral
@piersmorgan Your guest laugh to ur questions only becauae they have never lived through the horor of one of their loved ones being killed.,negative
"""@DonLemonCNN This POTUS has more politicians working against him than with him. He was disrespected during a State of thw Union address.""",negative
"""@TheFive @CNN @wolfblitzer Why don't FOX News loosen up and enjoy this day, instead wining about POTUS Speech. The Five i wining, winimg.""",negative
"""@Soledad_OBrien Unlike other networks, you, Anderson, Wolf, Don, were celebrating this historic weekend. While others were criticizing!""",positive
@carolCNN One Justice was clapping during his statement about gay equality. I think DOMA will end during this term. #myonlyperspective.com,positive
@ErinBurnett Why do YOU in the media always jump to conclusions and attack the POTUS without knowing true facts.  You are sad Erin!,negative
"""@AC360 The same thing was said about gays in the military, but the opponents were wrong. Women will do the same, prove them wrong.""",positive
"""@Soledad_OBrien Why didn't your guest find the Mercedes commercial sexist last week when you showcased it? Double standard? Just saying..""",negative
@Soledad_OBrien Give me a camara and a producer and I will walk those streets of Chicago. Someone needs to bring light to this tragedy.,neutral
My mama asked me for gas money to come get me from my grandma house lol are you serious she my nigga though so I'm not even tripping,neutral
@KaliJaneee hell yea I gotta get my stomach finished it looks to empty what you plan on getting on your leg??,neutral
Lols it's like I struck thunder threw this nigga cause he mad but he he my mad ass nigga,negative
Nothing New For Me Same Me Just More Postive Decision And Becoming Close To God More!!!,positive
SHOUT OUT to anybody thats tryin get out the hood man its enough money out there for everybody to eat,positive
had weed on me the whole day yesterday and didnt even get to smoke it lol,neutral
@QwizzleMan lmao.. chillin bout to clean this room then take my phone to best buy shit been buggin,neutral
Rule #1 don't ever try and play me for a stupid nigga! Far from dumb,negative
my grandma keep tellin me i need some help. but i keep tellin her i need some wealth,neutral
@JoeCollege010 yeah thats my weekend off ima get my car looked over if its straight then fuck it im out there!!,positive
@rickyrozay said he saw nigga throw that G-unit sign in the air when them shots was fired lmao,negative
School is my source of income... So yeah.. I'm pretty anxious to go back. Lol.,neutral
"""By the time I get another refill, I should be ready to get an overlay""",neutral
@PastorRudds The eye is the window of the soul if the eye is dark great is the darkness dispell the darkness let the light shine in #DetLove,positive
The world judges me by the decisions I make. Never does it see the options I had to chose from.,neutral
"""I want to REFRESH my mind, DELETE all my problems, UNDO all my mistakes, and SAVE the happy moments.""",positive
"""If the past calls, let it go to voicemail. It has nothing new to say""",neutral
Man Me nd Shaun Shaun conversations thoe.. If im mad nd talk to him he makes me smile.. We been talkin for almost a year.. :)nThats my bae,positive
Need To Cook Something ASAP.....WHO WANNA COOK FOR MII.....COME ON NOW DONT ALL SPEAK AT ONES LOL,positive
