aae_text,sae_text,sentiment,sentiment_score,raw_response
If I Dnt Be In Dat Audi A8 L Fa My BDay Me My OG And Old Man Gne Be Shootin At Each Other Omb #SeriousTweet,"If I’m not in that Audi A8 L for my birthday, my mom, dad, and I are going to be arguing with each other, I swear. #SeriousTweet",neutral,0,neutral
@TLMO_87 yea he threw us 2picks one was a pick 6.. ima let u get back to yo game,"@TLMO_87 Yeah, he threw us two interceptions—one was a pick-six. I’ll let you get back to your game.",negative,-1,negative
@RealDizzyDre shit watching aunte shon getting her ass busted in m13... and nah niggas dnt f wit me fam,"@RealDizzyDre Just watching Auntie Shon getting beaten in Madden 13... and no, people don’t mess with me, fam.",negative,-1,negative
@TLMO_87 @RealDizzyDre lol you kno u bout to lose that bill ASAP but shit my nigga it dnt make me no nevermind you can get this #WORK 2,"@TLMO_87 @RealDizzyDre lol you know you’re about to lose that bet ASAP, but honestly, it doesn’t matter to me—you can get this #WORK too.",neutral,0,neutral
"""Fool @Msuggs_25: @_804PaidMe @von__tey I'm gonna put this pop bottle on yo MF head. Then,, WE GONE RUN!!!!""","Fool @Msuggs_25: @_804PaidMe @von__tey I'm going to put this soda bottle on your damn head. Then, WE'RE GOING TO RUN!!!!",negative,-1,negative
im laughing at broke ass niggas dick sucking me my dick in yo throat ass nigga NO HOMO,I’m laughing at broke guys who are obsessed with me—you’re practically choking on my dick. No homo.,negative,-1,negative
A nigga owe me money he better pay what ever he missing or im find out where he stay and sending choppas threw his kitchen,"A man owes me money—he’d better pay whatever he’s missing, or I’ll find out where he lives and send shooters through his kitchen.",negative,-1,negative
Interupt abt five calls frm yo ole man i told him we was busy i guess he dnt understand,"I received about five calls from your old man. I told him we were busy, but I guess he doesn’t understand.",negative,-1,negative
Yu see tha ice on my wrest soon as tha light hit yu better ice it,You see the jewelry on my wrist as soon as the light hits; you’d better put some ice on it.,neutral,0,neutral
So bae i need yu to type ths letta fa me real quick its tuesday 4:25am,"So babe, I need you to type this letter for me real quick. It’s Tuesday, 4:25 a.m.",neutral,0,neutral
That nigga said all y'all do is Play Fuck && Argue with each other something wrong with you && Mirez,He said all you all do is have sex and argue with each other—there’s something wrong with you and Mirez.,negative,-1,negative
Steeeep he called his mans && was like remember when girl was about to suck our dicks but yo mama pulled up he said yeah lmaoo too steeeep,"He called his friend and said, “Remember when that girl was about to give us oral sex, but your mom showed up?” He said, “Yeah,” and they both laughed. Too funny.",negative,-1,negative
Bitches really bettah watch they fucking mouth && the shit they say too me #PERIOD,People really better watch their mouths and what they say to me. #PERIOD,negative,-1,negative
Lmaoo she mad because she was getting talked about steeeep all I had too do was sit back look && laugh LMAOO,"LOL, she’s upset because people were talking about her a lot. All I had to do was sit back, watch, and laugh. LOL.",neutral,0,neutral
If it wasn't for me you && jaylen wouldn't even be the best if friends y'all are now fuck,"If it weren’t for me, you and Jaylen wouldn’t even be as close of friends as you are now. Damn.",negative,-1,negative
Who tf calling my phone this late restricted && shit pressing numbers && not saying shit bored asses,"Who the hell is calling my phone this late with a restricted number, pressing buttons and not saying anything? You all must be really bored.",negative,-1,negative
Lmaoo imma sbeakdusser because I said you dumb && he shouldn't want to cheat on you LMAOO,"LMAO, I'm a speaker/discussing because I said you're dumb and that he shouldn't want to cheat on you? LMAO",negative,-1,negative
That was funny when mooka called me like you nasty why you got yo feet in Demirez face he probably was sucking on yo toes wasn't he LMAOO,"That was funny when Mooka called me like, ""You’re nasty, why do you have your feet in Demirez’s face? He was probably sucking on your toes, wasn’t he?"" LMAO",neutral,0,neutral
But getting my clothes ready for school gottah get up early cause we taking him too school in the morningg too,But I’m getting my clothes ready for school; I have to get up early because we’re taking him to school in the morning too.,neutral,0,neutral
I be mad when I wake up in the morning I was cussing Demirez out when he woke me up,I get mad when I wake up in the morning. I was cussing Demirez out when he woke me up.,negative,-1,negative
Her bored ass was up calling his phone lastnight while I was sleep around 3:25 lol,"She was so bored that she was calling his phone last night while I was asleep around 3:25, lol.",neutral,0,neutral
Ima make a way for me & my fam to eat its now or Neva refuse to sit on my ass #TimeIsNow,I’m going to make a way for my family and me to succeed. It’s now or never—I refuse to sit around and do nothing. #TimeIsNow,positive,1,positive
@Yungstreets20 u want in on a set for Feb. 16th get a set together and let me know,"@Yungstreets20 If you want to be part of a set for February 16th, put a set together and let me know.",neutral,0,neutral
I had got that red ring and that bit stopped working. So now I just play on PlayStation,I got the red ring and it stopped working. So now I just play on PlayStation.,negative,-1,negative
If a person feels that they have to put another person down then they cowards....i just basically call it jealousy,"If a person feels that they have to put another person down, then they are cowards. I basically just call it jealousy.",negative,-1,negative
22nd ah february ah be here in no time . we gt ah whole LOT too get dunn .,February 22nd will be here in no time. We have a whole lot to get done.,neutral,0,neutral
"""@SuckMY_COCK1NES , @Susie_Woods28 , @_admireMYmotive , @Dhabomb_Grenade , @VeRy_StUpENdOuS , andd eashia always there for me (: ilovee yall""","@SuckMY_COCK1NES, @Susie_Woods28, @_admireMYmotive, @Dhabomb_Grenade, @VeRy_StUpENdOuS, and Eashia are always there for me (: I love you all.",positive,1,positive
im thinkin all the time!! an overflow of emotions and questions that only i can answer but dont know the answer to..,"I’m always thinking! An overflow of emotions and questions that only I can answer, but I don’t know the answers to.",negative,-1,negative
"""@StopWat: @MzPhgc u know Da Bluff cum deep.....itz my hood so u know we deep""","""@StopWat: @MzPhgc You know The Bluff comes out in large numbers... it's my neighborhood, so you know we show up strong.""",positive,1,positive
@Hello_Mrz_kitty she nice n nosey trust me she told my grandma we was ova Der buying weed,"@Hello_Mrz_kitty She’s nice and nosy, trust me. She told my grandma we were over there buying weed.",neutral,0,neutral
"""@Hello_Mrz_kitty: @MzPhgc u just wana FucK. Ain't that right @Datgurl_Young.....hell naw dats my cuzin lol""","""@Hello_Mrz_kitty: @MzPhgc you just want to have sex. Isn't that right, @Datgurl_Young? ... No, that's my cousin, lol.""",negative,-1,negative
"""@Hello_Mrz_kitty: @Datgurl_Young @MzPhgc yea she real good lmao. Suck it to the last drop type shit Yall eat it  up like food""","""@Hello_Mrz_kitty: @Datgurl_Young @MzPhgc Yeah, she’s really good, haha. She’ll suck it to the last drop and you all love it like it’s food.""",negative,-1,negative
@Datgurl_Young look like she can take a mean one n dat ass @Hello_Mrz_kitty ain't mane,"@Datgurl_Young looks like she can handle a rough one, and that ass @Hello_Mrz_kitty, isn’t that right?",negative,-1,negative
"""@Hello_Mrz_kitty: @MzPhgc @Datgurl_Young big ass dick.... make sure u hit them balls......i love it when u play with dem balls""","""@Hello_Mrz_kitty: @MzPhgc @Datgurl_Young large penis... make sure you touch his testicles... I love it when you play with those.""",negative,-1,negative
"""@Datgurl_Young: @bmcgowan706: @Datgurl_Young: Cooking shrimp nd chicken alfredo let me get a plate thoight hell naw...""","""@Datgurl_Young: @bmcgowan706: @Datgurl_Young: Cooking shrimp and chicken alfredo. Let me get a plate, though. Thought: hell no...""",neutral,0,neutral
Ya ass GONE RESPECT IT cause u get served if u TRY to check it...,"You are going to respect it, because you will be put in your place if you try to challenge it.",negative,-1,negative
I will walk around with shit smeared all over my face for a day if ya ass can prove u #BoutDatLife,I will walk around with shit smeared all over my face for a day if you can prove you are really about that life.,negative,-1,negative
My Lexi Pooh woke up for her bottle and nw she dozing back off again...,My Lexi Pooh woke up for her bottle and now she’s dozing back off again...,neutral,0,neutral
@SweetestThinq_ u sound like da last lil black girl I smacked lol just watch yo back..bang (chief keef vc),"@SweetestThinq_ You sound like the last little Black girl I slapped, lol. Just watch your back... bang (Chief Keef voice).",negative,-1,negative
@thtgirl_jelly gangsters move in silence nigga n we dnt tawk a lot lol nw slide bang @WeBeenKissing,"@thtgirl_jelly Gangsters move in silence, and we don't talk a lot. Lol, now go ahead, bang. @WeBeenKissing",neutral,0,neutral
"""@GotaLUV_Bri: @Flylifejoc no you da clown. Now lets not go there!..hoes crazy on my homie""","""@GotaLUV_Bri: @Flylifejoc no, you’re the clown. Now, let’s not go there! These girls are acting crazy toward my friend.""",negative,-1,negative
Can I have a day when I don't think about you like you have when you don't think of me?,"May I have a day when I don’t think about you, just like you have days when you don’t think about me?",negative,-1,negative
@BlackWidow0430 some guys are to foolish and when they wanna get it together the ex has picked up his old bad habbits. #THAT,"@BlackWidow0430 Some guys are too foolish, and when they want to get it together, their ex has picked up his old bad habits. #THAT",negative,-1,negative
