sae_text,sentiment
"""@JamieFbabi_18: @Mo69Peach Where have you been, friend? I hope everything is well! I've been working, and yes, it is. Thanks, sweetie.""",positive
"You are so ugly that every time your mother sees you, she says to your father, ""Damn! I should have just given you head.""",negative
"""@l0vE_pInkbaBe: I just need him to DM me first lol. Man, what are you trying to do this early in the morning? No joke?""",neutral
"LOL, I stopped asking my dad for money a long time ago... He’s too broke for me... So as I grew up, I just started asking him for things instead.",neutral
"""@xXKya_TeraeXx: @4EVer_Your_S lol, she knows she can talk... tell her I miss her—she really can talk way too much.""",neutral
What’s the point of having school today when it’s only a half day? You all could have just given us another day off or something!,negative
This had better be a good movie; I didn’t download it on my tablet for nothing.,neutral
"And why didn’t you save it, considering how long I’ve been texting you from it?",negative
"OMG, I'm ready for Ny to go get Alonda. They're making me angry.",negative
Please let us know when you get that 11-inch MacBook Air—we have a case for you :),positive
"Since I won’t be there, I wish someone would try to be sneaky. :-I",neutral
"@jazzybabbbey Forget those girls, all they're going to do is hate. Look at yourself and look at them—what does that tell you? :-)",negative
"Man, forget it. I’m living for myself. I’m not trying to prove anything to anybody...",negative
"I’m a genuine man with money, so any woman can spend time with me without thinking I want to have sex. #RealTalk",neutral
Shout out to this cable man sitting on this couch just chilling like he’s at home!,positive
"@breakfastclubam The best ways to get rid of the Monday blues are watching TV, having sex, and online shopping.",positive
"I am thanking God for waking up me and my family this morning. Thank you, Lord.",positive
"The Lord is good, a refuge in times of trouble. He cares for those who trust in Him. - Nahum 1:7",positive
"@antuan_henry lol I saw you on Facebook with the pictures! lol And honestly, I feel you—I really wish I was 21.",positive
I miss those days at the studio on Danberry in the summertime—that’s when everything was all good.,positive
Why do all of my little cousin Amber's friends look like her? Does she only make friends with clones?,neutral
I am one of Rick Ross’s security guards. Mess with him and I bet you’ll disappear. Lol. Ugh!,negative
"@khykhybaby What are you doing next weekend? If you want to come here, you can, or I can come the weekend of the 18th for the weekend.",positive
My Pandora station has been set to the @2chainz station all week getting ready for the Fillmore.,positive
"@MissD757 @eb4prez I'm right here, love. We need a date night tomorrow, everyone... I'm thinking dinner at Sala Thai.",positive
"@khykhybaby lol you were really going all out last night with these tweets to me, babe",positive
"@TAIL0R_MADE Yay, I work both of those days, but I will definitely come by to see the place.",positive
"I think it’s time my suitemate @TickleMeElmo_o went to sleep, considering her silliness is skyrocketing as she continues to watch Family Guy.",negative
"LOL. My aunt asked, ""Haven't you met any friends you want to hang out with yet?"" I said, ""No, they're too wild!""",neutral
"""WHO? @x3_MrsCMB: It might be a good summer this year. Black people enjoy watching fights. #TragicButTrue""",negative
"Best friend. Lol. Girl, I’m more of a best friend to you than she could ever be.",positive
I overslept even though I know I need to get up and pack a bag... just being lazy.,negative
"@mizbarbiedoll24 Oh no, we are. I just had a feeling because of... Never mind. I won't bring it up.",negative
"Since you think I don't love you, I just thought you were cute—that's why I liked you.",negative
"I have been using for five years now. At first, it was for recreation, then I started using it to cope with the pain.",negative
"I’m really going to tell you all a story about when I fought that big girl my freshman year in high school. Okay, are you all ready?",neutral
"So I kneed her in the stomach and said, ""Get up, you’re not light!"" I’m upset because she’s just relaxing and chilling on top of me!",negative
"I bet our mother would be proud of you, and I bet our mother would be proud of you.",positive
Only two people matter? I guess I don't mean anything after everything you put me through and everything I had to deal with and kept dealing with because I loved you.,negative
"@cj_broussard Aww, I will! Do you have the same number? Because I already have it in my new phone.",positive
"#ThingsBlackParentsSay When we get in here, you are 12 and you are 10—you’re just tall for your age.",neutral
"People always want to complain about the weather, but you should thank God you even got to feel that raindrop, because someone else wasn’t fortunate enough to.",positive
"@Wale if you see this tweet, please don't be gone. I can't tolerate that loud, hyperactive guy yelling anymore.",negative
"The day someone says my favorite, Frank Ocean, is dead, I'll deactivate my Twitter and go jump off a bridge.",negative
"""I'm ugly. Oh, are you upset because I said that? Fight me. 'Stay beautiful,' my ass.""",negative
I can't shake the feeling that I could burst through the ceiling if I just turn and run.,negative
"What you see is what you get, and trust me, you haven't seen anything yet.",positive
Chief Keef probably was in the same class as the girl he got pregnant.,negative
"@YourFavTweeter_ Preach! Keep going, let them get mad! The truth is hard to accept, but let them deal with it.",positive
"Jesus, please put me on a reality show with her! I would slap the crap out of her! She talks too much.",negative
"""@BiggMeeech_ lol oh, I was thinking, 'Wow, Meech's new profile picture is pretty, but I liked the other one.'""",neutral
This large woman wants to be a Barbie. Sitting there looking like a Build-A-Bear.,negative
Life is difficult; mine is like a gold digger. But she isn’t involved with any broke man.,neutral
I just went to look at my ex’s tweets. She said she hopes my relationship with my partner falls apart. That fucking bitch.,negative
"Yes, I was! I really thought it would work, but she lies and is way too much.",negative
"I don't care about how you look; just be honest and love me, and we're good.",neutral
"But now I don’t care, we can fight! Lol, if I lose, I’ll keep fighting until I win one!",positive
