aae_text,sentiment,score
I look at my kids and feel so blessed but beware their next move is going to kill yall vibe,positive,1
"""My kids are really my key! You treat them good u unlock my good side,Treat them bad and you unlock the dragon!""",negative,-1
We not be around each other everyday but when they need me im a call away,positive,1
I really Love them girls wouldnt want nothing to happen to them and wish them the best in life!,positive,1
"""One thinh i nevet had a problem with is being a women! I cook,clean,am a great mom & Im a very good pleasure so""",positive,1
"""Wait til I ain't looking then u throw it at me, go down on me & you look up at me... #AaahhhManThatShiiitRiighDere""",negative,-1
Like I really fucked up my shoulder.. Really praying I don't have to do surgery..,negative,-1
"""@LaheimLifeJazz If a celebrity wears it , it becomes a trend &amp; y'all all hop on the band wagon""",neutral,0
"""My mom just told me your going to be a great father do you know this? #ThatWasWeird""",positive,1
@Gorgeous_LaLa2 Baby i love yu soo much & i really dnt kno why i argue wit yu ova sum stupid.. im sorry.. miss yu alot.. XoXo,positive,1
Da old heads a make u crumble...... B.R.M. - B.B.E. we dnt play wit lames cause dis ain't no game BUUUUNNNNCCCCEEEEE RD hoe,negative,-1
A Bunch Of People Jumping On Notre Dame Band Wagon Tonight Cause They Either Tired Of Bama Winning The BCS Championship Or They Auburn Fans.,negative,-1
Melo is a Man who is very focused this season.& he ain't trryin' 2 her nuthin' from nobody....#I like it!,positive,1
"""Surgery over, i get experience seeing all the nasty shit yay!!!! Lol. Im going to school for RN or something this shit be fun""",positive,1
"""Im slowly falln out of love with u, how did we end up here this way.... Jamming""",negative,-1
Feel like going to get a bag of loud n facing while riding down 75 ...,negative,-1
"""I dnt get drunk ass niggas, get yo shit str8 dawg u a fuckn mess right now...""",negative,-1
@Lodgeboy_Work lmao nigga its going down fareal tell yo girl nigga we going fareal. So shit save up n o lames aloud,negative,-1
"""Cnt believe u just askd to use my phn after u called the police, i must look like a fool""",negative,-1
N had the nerves to make chilli dogs n corn lmao lol gtfo that don't Even go together lol,negative,-1
Lord knows if nobody else do that i don't wanna be hear im too fuckn nervous... Waitn on my bf to call me i need to laugh i cnt do this,negative,-1
Terrible night at the Atlanta @EmbassySuites. The lobby music is so loud that it kept me up until 4:00.,negative,-1
"""@rennasahda aku pakek iPhone yg lama.. Untung masih bisa, uda ga ada hp laen lagi.. Damn..""",negative,-1
Rob Ya Fa Ya Dope Boi Run Off With Yo Dope Boi !!!! #DemCoteBoyz #CBM,positive,1
I love that my (step)dad is cooking this Sunday dinner so early!! This pot roast smells sooooo good!!,positive,1
Kml at this dumb argument my folks having & my little brother runs up front yelling STOP ARGUING YOU GUYS!! Lol,neutral,0
I think Michael Baisden is a chauvinist idiot. Who gave his ignorant ass a radio show?,negative,-1
@Mac__CokeSosa Damn!! Lol. Okay! Wonder if any of my exes feel that way about me..?,neutral,0
I need to take a shower and stop acting like I don't wanna be employed,negative,-1
"""So they say the more healthy you eat, the less your body craves junk food. That's a bunch of bullshit.""",negative,-1
@LesIsMore82 I'm at my doctor's office right now. She's out of flu shots and doesn't plan on ordering any more. Now what?! Smh.,negative,-1
@Schoolpsyc41 Awww!! I love seeing happy married couples. They are so few and far between.,positive,1
Now lets get the Patriots outta here and I'll be great. I'm 3 for 4 so far this weekend.,positive,1
I love when people ask me how I lost weight and I tell them I eat right and work out and they look at me like I cussed at them.,negative,-1
"""Maaaan, eff this game. I'm sure there's some laundry in this house I should be doing instead.""",negative,-1
I'll go without the flu shot... but I'm not gonna NOT protect my kid. that's stupid.,negative,-1
it sucks when you love a person bigger than the sky and they're sad and you can't do anything to make it better,negative,-1
@LenaBean I'm almost in tears reading your tweets because I understand exactly where you are....,positive,1
@iluvfashion618 people create whole fake lives and identities on Twitter though. People you know in real life.,negative,-1
"""@theinventher Girl!! God is COMPLETELY amazing. Wholly, truly, absolutely amazing beyond what our minds can even begin to conceive.""",positive,1
"""@iluvfashion618 real life arrogant men, right? not twitter arrogant ones. They're the ones with the lowest self-esteem""",negative,-1
I'm always jealous of you people who can wile out with your tax refund money. Mine? Straight into the tuition fund. Smh.,negative,-1
"""Mommy says no, she's losing it on purpose. lady says, why?? and shook her head. lol""",neutral,0
"""@datimekeepa We weren't ready, I don't think. We had too many outside influences. We were young. It was too much for both of us.""",negative,-1
"""@datimekeepa Absolutely!! and even though it took awhile, he and I are friends again, which is REALLY dope""",positive,1
listening to your own singing when you record a choir rehearsal is wack. I don't sound like this. Lol,negative,-1
my professor in my last class was cool as hell. this one though.... UGH UGH UGH,negative,-1
That made LOL because I imagined some dude flying through the air with his du-rag flapping in the breeze.,positive,1
@MME_petite Lol! It's scientific. The blood leaves your head and goes to your stomach to help digest your food. Or something.,neutral,0
Ummmm... This chick would not be in my kitchen throwing food out. Food costs too much for all that.,negative,-1
Told my students to write about what life would be like I'd Dr. King was never born. Somebody said we'd still be slaves. Jesus be a fence...,negative,-1
My mother's diamond is amazing. But it's not the ring my daddy used to propose to her. He gave her this one on their 20th anniversary.,positive,1
@80sbaby4life I'm about to text you. This public conversation is making me nervous and James is a creep.,negative,-1
my closest friends in sororities are Zetas. Lol. Tomorrow is the only day I will be wishing anybody a Happy Founder's Day.,neutral,0
"""@Pattric Chicks in gym pics with cute little gym outfits and makeup and hair done... You ain't workin out, bitch...""",negative,-1
"""If you holla at me, I will tell you I have seven baby daddies and a strange rash. If that doesn't work, I will proceed to pick my nose.""",negative,-1
@Nick2Quick_ He claims he fell in love with an online personality created by someone else... or something. google it,negative,-1
She hasn't been relevant long enough to be judging anybody... so disappointed that they're that desperate for ratings,negative,-1
"""Women aren't supposed to think like men. Why? Because we're WOMEN. If God wanted us to think like them, he would've made us men.""",negative,-1
Michael's classmates were in tears when he explained segregation & the Civil Rights Movement to them. The didn't think it actually happened.,positive,1
@Pattric Money is gone... It comes and goes. Having what I need is what matters most. Money ain't shit...,negative,-1
I have homework due at midnight. Scandal comes on at 10. I'm sleepy. I don't know what to do. Help.,negative,-1
@ChannyMaraj It's cool. My classes aren't hard but the discussion posts blow my high every single week. How is yours?,neutral,0
"""y'all mean. chill on his speech impediment. it would've been you, but for the grace of Cod.""",negative,-1
I need to learn the whole talking points thing!!! I wanna argue like an adult!!,positive,1
@JenifaTaughtMe That's exactly what they're doing. & with lower student enrollment comes the need for a smaller staff. Let the drama begin.,negative,-1
@illtelligent @JenifaTaughtMe I told my principal I will die inside if I have to teach English 9 next yr! Did you finish it? We didn't.,negative,-1
"""The sermon today (the 2nd one I'm sitting through) is about Jehosephat. Every time the preacher says his name, I laugh out loud""",neutral,0
@_Emerald_Stone @Gem_Esq I was going to get Michael from a play date yesterday and got caught in it so I'm positive it's gonna be awful,negative,-1
Trying not to be sentimental. But I'm overwhelmed at how amazing an example a black president is for my little boy.,positive,1
"""@TheAmazinJay I shall not. I can't believe you really think that about me!! I ate a burger, dammit. With my hands!!!""",negative,-1
@theinventher I was completely impressed. All this hype about her being a performer and not a singer was laid to rest yesterday.,positive,1
@datimekeepa @ramjr55 I am praying with my whole soul. Lol. So is my first period.,neutral,0
@glitzAndsass I actually have an extremely unhealthy addiction to it. I DVR it every morning before I go to work.,positive,1
there are four cans of Limearita in my fridge. I need to write this paper. but there are four cans of Limearita in my house.....,neutral,0
In my defense. I satisfied the requirements for the paper in 2 pages. But it's gotta be 3-4. So I'm just bullshitting at this point.,negative,-1
I hate that I'm just getting to work. I feel like it should be almost time to go home,negative,-1
My kids were just so excited to discover that Tom Robinson is the mockingbird in the text. Lol.,positive,1
@ezstreet I could do a JP ceremony for $30 and think nothing of it. Take that money and pay off student loans instead!!,negative,-1
@80sbaby4life lol. You're not. I just like giving you a hard time because you're mean,negative,-1
I Dnt be trippin on hoes they can all go to hell.I'm focus on bread u can already tell:),negative,-1
Still cant believe I wasted a yr and a half of my life with yall fluke ass bitches,negative,-1
Ery last one of yall some hoes...bouta gtf in all yall one by one...brb doe,negative,-1
Y should i get suspended i didn't thro a puNch nothing just ask her to cum out Side,negative,-1
@WatchMeTurn_up she tryna boss my Fran round & tried to turn up on me if she would've pulled up I would've hit ha,negative,-1
Whenever I see Big Ang I want to sing do your tits hang low do they wobble to and fro,negative,-1
Apple should skip updates to all my apps except THE ONE WHERE YOU MAKE MY PHONE GO FAST,positive,1
Either Mike Sands got alopecia overnight or he lost a bet. Dude looks like Powder. @wabgtv,negative,-1
@sheilatavious: Either Mike Sands got alopecia overnight or he lost a bet. Dude looks like Powder. @WABGTV6,negative,-1
@akakrista just going and talking to someone will make you feel better. You can unload all your problems. I'd do it.,positive,1
"""@poison_IvyEyes I just don't like pageants in general because of my ideals, but if I did, I'd believe they were rigged.""",negative,-1
"""@brahthe the only pretty girl is NBC need anchor Bryan Williams daughter, Allison Williams. Google her for good 'baitin material.""",negative,-1
@CarlSmithJr I like how they addressed the diversity issue by having Hannah fuck Donald Glover for 15 seconds in the open,negative,-1
Shout out to the second grader who told me I had make up on my face today,negative,-1
My supposed best friend changed her number on me bc I told her to dump her boyfriend. #mature,negative,-1
I swear he dat nat nat.....fuckin wit these crack head looking ass hoes n wonder he could NEVA touch me again! Lol dusty feet as nigga,negative,-1
"""@_PurpleLean : ahaha , I bet you thinkk thats funny huh ? WELL ITS NOT""",negative,-1
Iknw you doubt me but just to keep it trill I  heard about you to so bby boy lets keep it real,neutral,0
On some real shyt I'm staring at my phone cause I'm at lost for words n that never happens everrrr #speechless #,neutral,0
Just got my air jordan retro grape number 5's in the mail today they looking good 2 early cop yall betta get up on it,positive,1
Late night vampin with this drank in my cup my drank is my friend yellow all day,negative,-1
Nigga Tryed To Kill Me Dead Ops Tryed To Will Me In I Told Him Lock My Cell Cuzz Won't Breath Again,negative,-1
Pigs Snatch Me Up Smack Me Up Cause I Ain't Answer Em Can't Snitch Ain't No Bone In My Body Say Bitch,negative,-1
Kipp crispy ... they got they own Elite Socks with they school name on them,positive,1
I asked you nicely to move your head and you get mad .... for what,negative,-1
I love you and I've dealt with so much jus by bein your gf and I know its gone get worse since im your bm now. You just add on to the stress,negative,-1
If we don't work out for now I will wait for you to make up your mind cuz Im for sure what I want,neutral,0
