aae_from_sae_text,sentiment
Don’t ever pray to be like somebody else; you don’t know what they went through to get there. #truth,neutral
"Aight, how long till tomorrow get here? These kids needa go back to school!",negative
"@HeDiggnNeicyOUT Yeah, let me chill fr before I get caught up. Some women be watchin tweets like it’s they job.",negative
"@TheyCallHer_Tee That’s what I’m tryna see, that or Moms! But who you goin’ with?!",neutral
"LOL, last year I had Keith skip school on National Skip Day. LOL, he damn near got caught!",positive
"If somebody cross you once, best believe they gon’ do it again!",negative
"If I call you my sister, I’ma be there for you no matter what!",positive
"I don’t deal with nobody’s mess, and if you know me, you already know that! Forget these folks—I ain’t changed!",negative
"I’m on here ventin’ ’cause I’m sittin’ wit’ my mama tryna act all calm! ’Cause if I wasn’t, things woulda been got outta hand!",negative
Why Sharee and Kyra can’t just let things be serious and stop makin’ me laugh so much?!,positive
"Like, bitch, why you steady arguing when you ain’t do it the first time you said you was gon’?!",negative
"People be callin’ anybody they wit, but soon as somethin’ go down, the folks you was wit be gone!",negative
"@ebones_blood I mean, yeah, but my mama tried talkin’ to them. Since they found like 20 cases of the flu at Doss, I can’t go the whole week!",negative
"LOL, I remember me and Kyra was gettin’ in trouble by our mamas ‘cause we was s’posed to go home but we stayed at Sharee’s on purpose!",positive
"@TrynaSeeMillz lol, you know how Keith be! I swear he bad, always gettin’ in trouble! And hell yeah, he is! Gon’ act just like Keith!",negative
"@__princessnala Ion care, lights off and TV gotta go! I’ll turn yo night light on, but everything else gotta be off!",negative
And I’m real mad cuz this dude Montez (Tezzy) talkin’ bout he got a baby on the way!,negative
"@_Charismaaa I swear, he said he was goin’ to school! He always lyin’… lol",negative
They really just wanted to make sure we was up for school today. Bitch ass fuck crackers!,negative
"@lovelyCache: I got all the snacks in my room. Oh, I’m finna come steal some—my hungry self want some, lol!",positive
I ain’t never said bein’ pregnant make me think I’ma get my way! So hush!,negative
"lol, nah, ’cause you came on Twitter just like you do wit everything else! You coulda said all that while I was there, but aight!",negative
"LMAO, they actin like PRP the only school out here, not even knowin they can’t take blood from y’all school cuz half y’all got STDs.",negative
"""@__princessnala: I hate when folks be doin all this extra when they type... like, c’mon now... lmfao!!""",neutral
"""@Desi_KeiChae: I told y’all some of these white girls ain’t got good intentions… they need prayer. !!!!!""",negative
"But I really don’t care bout the girl, cuz she be tryna talk to everybody.",negative
"Promiscuous women don’t ever get no place. When things get real, they don’t ever get no love.",negative
@SpiceUP_yaLIFE smh. My grandma was talkin’ bout she think I’m losin’ my mind. I told her somebody done messed up my glasses. Lol,neutral
"@Munchie_Hoee That’s my cousin, but I don’t fuck with the wild shit he be on. So I stopped kickin’ it with him.",negative
"@_KeySexyaf_ I’m tired of they ass, they needa leave me the fuck alone, fr!",negative
"I keep tellin my dad what I’m doin, but is you tellin him you want my girl tho?",negative
This another explicit song; I love how she do it wit no panties on.,positive
"I just like messin’ wit this girl, since she think I’m her man.",negative
"I’m finna ask my grandma if she wanna go walk the trail. Watch, she gon’ say “another day.”",neutral
I always been wanna put some sanitizer on somebody and beat they ass.,negative
"@TasteThissTweet lol. I’m just tired of you bein’ a bad friend. Every time we talk, you be treatin’ me wrong. You s’posed to be my friend whether I’m out here or not.",negative
I could tell you somethin’ right now that’d have you feelin’ real small. You so basic!,negative
"I ain’t took no Benadryl, so it ain’t that easy for me to fall asleep.",negative
"This dude so lame, I can't believe I even hit him up, but the money ain't.",negative
"@_tjames: Ain’t nobody in the city messin’ with more women than me and Lil @FamoNiqo. LOL, wow.",positive
"@Sooo_Gorgeouss Shoot, it prolly too late now. I know you seen me say I want some more cake.",neutral
"Shakin my head. After the weekend, these teachers be comin to school hoarse. They voices gone; what they out here doin?",negative
"@LashonPatrice: Women out here talkin’ mess behind closed doors, but they ain’t really ’bout that life. You know Tinkk ain’t scared.",negative
How you gon’ post somethin’ ’bout somebody and say “check me” when you know you done blocked them?,negative
"A wise dude once said, not every street dude a rapper, and not every rapper a street dude.",neutral
"I ain't sayin I'm Batman, I'm just sayin you ain't never seen me and Batman in the same room.",neutral
"@_R_E_M_I Nah, ’cause we finna cut yo fingers off and fry ’em. Whatchu mean, so you betta be ready, bruh.",negative
"@Love_Dachiaaaa Lol, so Jasmine or Aaliyah ain’t come? You was sittin’ in math by yo’self.",negative
"She got a new sayin’. And she be sayin’ it real loud, plus she already talk like somebody grandma.",neutral
"When I’m walkin wit my head down, that mean I wanna talk to @Crown_Me_Dope, but I don’t even know how... #Hard",negative
"When women be like, ""I’d do that for you, but I got a man/girl,"" what you mean you would if you ain’t have one?",negative
"Well, actually, for the second time, cuz Bynum ain’t as big a star as Shaq and Howard.",negative
"Folks just gotta have faith. A Christian’s main thing is faith in Jesus, ’cause everybody else out here believe in everything but Christianity.",positive
"I’m doin two 52-week savin plans, and I’m doublin up on one. I save no matter what.",positive
"@LO_2Tatted I already know, lil bro, but I’ma definitely keep up wit y’all. Just hold it down.",positive
"@Tha_Ch0sen_One See, I’m talkin’ ’bout Felicia, the one who be sayin’ she slow for your love. Now you actin’ slow.",negative
"@iWasLiKE_BiTNAW @prettyyung_leo Girl, I’da BEEN walked home, an’ you ain’t even scared of Miracle.",negative
"@latoyadavis15 And when I come back up there, I betta see you and kick it, girl...",positive
"@Lundy_girl26 Fr fr? Lawd, don’t be out here tryna clown me on social media. Lol. I still love you an’ Jakel.",positive
"@Lundy_girl26 lol lmao I damn near broke mine after he got me mad playin, ugh",negative
Lol @Redbone_Chick22 want me to play Fun Run and she can't even beat my lil nephew lol,positive
"I guess I’ma text and play the game till I fall asleep. Almost there. Goodnight, Twitter.",neutral
"@PrettiLadiAsh Tell ya mama I said hey and I love her, and I’m comin’ over when you off. Lemme know.",positive
"@PrettiLadiAsh I know I pulled up late lol, but I been out here like 15 minutes. But I’ma catch you later.",positive
I can't believe I only got like 3 hours of sleep and I ain't even tired.,negative
"This new to me too. Stuff like that ain’t s’posed to be kept secret, ’cause the truth always gon’ come out. For real though.",neutral
"By the time you read this, I’ma be gone. Fr, I’m boutta head out wit my folks for a drink. Peace out!",neutral
@KaeGuevara Bruh. The Truth been done after 2011 when they lost to the Heat. The Celtics dynasty over wit.,positive
Chris Paul done led a team wit less talent in a way tougher conference. That’s why you can see he better than Rondo.,positive
Fights be real good when two good fighters tired as hell and just throwin’ punches tryna win.,positive
"How he fight like that, fr? That mess wild. Who taught him?",negative
I’m doin’ exactly what I wanna do tonight wit’ the people I love bein’ around.,positive
"@Shylow_ @Rebelle101XoXo Lawd, I really want them to redo the whole movie wit Asia as the baby mama and everything—it’d be so dope!",positive
"@X__SassySina GIRL, I be sayin that every time! But fr, you could put a sock on a flexi rod and sell it ya damn self, lol.",positive
"@X__SassySina lol, me either, that’s why I said go head an’ sell it! Get yo money til it go up hahaha",positive
"I got some childish ways, for real. I ain’t gon’ lie. Cuz I’ma let you know when I feel like you bein’ mean to me, and I’ma keep talkin’ bout it till you stop, lol.",negative
"Guess it’s just me and my music tonight ’cause ain’t nobody hittin’ my phone, lol. :-(",negative
@mcphizz They gon’ have to earn a login number. It’s gon’ be a real strict interview process. Only a chosen few gon’ be able to get in.,negative
"Only the folks real close to me know how much I can’t stand texting, that’s why they just call me instead, lol.",neutral
"This somethin’ real, or just for right now? You gon’ still love me tomorrow? #WinehouseFlow",neutral
@LeriLashay I done already watched it. The girl wit the mohawk be sayin it’s always girls up in it.,neutral
"@ihatequotes: Startin’ be easy—keepin’ it goin’ can get hard sometimes, but when you trust God, things just feel way more peaceful. SO TRUE!!!",positive
"""@BeezaMcPhly: Politics aside, I love the First Family—just as a family. They the closest thing to the Cosby family.""",positive
"@She_SoBreezy #Winning haha, just tryna keep this streak goin’ far as I can, so I’m still plannin’. What about you?",positive
"Can I get a white hot chocolate, please? Nah, I ain’t talkin’ bout no funny-lookin’ mixed girl.",negative
